Network	Bait	Prey	Bait_uniprot	Prey_uniprot	Interaction	SILAC Ratio               (Prey abundance in EGFRNetmtKRAS-Lo AP/Prey abundance in EV control AP)	Log2 (SILAC ratio)	t-test                                   P value	Significance A	Is significantly rewired (relative to EGFRNetmtKRAS-Hi)?	Is interaction in Bioplex 2.0 (Huttlin et al., 2017)?	Is interaction in Rolland et al., 2014?	Is interaction in IID (Kotlyar et al. 2016)?	Is interaction in Hein et al., 2015?
EGFRNetmtKRAS-Lo	ABI1	TUBB4B	Q8IZP0	P68371	ABI1_TUBB4B	1.48	0.56	1.56E-02	6.11E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	ABI1	TUBA1B	Q8IZP0	P68363	ABI1_TUBA1B	1.40	0.49	1.88E-02	1.54E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	ABI1	PRPS1	Q8IZP0	P60891	ABI1_PRPS1	1.45	0.54	1.09E-02	8.10E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	ABI1	CAD	Q8IZP0	P27708	ABI1_CAD	1.54	0.62	6.45E-03	2.72E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	ABI1	ITGA3	Q8IZP0	P26006	ABI1_ITGA3	1.30	0.38	3.24E-02	4.55E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	ABI1	HSPA7	Q8IZP0	P48741	ABI1_HSPA7	1.34	0.43	6.54E-04	2.94E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	ABI1	HSPA6	Q8IZP0	P17066	ABI1_HSPA6	1.34	0.43	6.54E-04	2.94E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	ABI1	HSPA8	Q8IZP0	P11142	ABI1_HSPA8	1.40	0.49	1.80E-02	1.50E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	ABI1	HSPB1	Q8IZP0	P04792	ABI1_HSPB1	1.63	0.70	2.00E-03	7.92E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	CCT7	P31749	Q99832	AKT1_CCT7	2.02	1.02	1.01E-07	1.17E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	CDC37	P31749	Q16543	AKT1_CDC37	7.99	3.00	1.92E-09	3.21E-11	Yes	No	No	Yes	No
EGFRNetmtKRAS-Lo	AKT1	RCN2	P31749	Q14257	AKT1_RCN2	1.76	0.81	8.31E-07	3.38E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	DSG1	P31749	Q02413	AKT1_DSG1	3.08	1.62	4.36E-02	1.75E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	CCT2	P31749	P78371	AKT1_CCT2	2.10	1.07	7.31E-08	8.58E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	UBA52	P31749	P62987	AKT1_UBA52	2.52	1.33	1.54E-03	1.57E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	AKT1	UBB	P31749	P0CG47	AKT1_UBB	2.52	1.33	1.54E-03	1.57E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	UBC	P31749	P0CG48	AKT1_UBC	2.52	1.33	1.54E-03	1.57E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	RPS27A	P31749	P62979	AKT1_RPS27A	2.52	1.33	1.54E-03	1.57E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	CCT4	P31749	P50991	AKT1_CCT4	1.85	0.88	1.24E-05	2.36E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	CCT8	P31749	P50990	AKT1_CCT8	2.14	1.09	5.52E-07	7.43E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	CCT3	P31749	P49368	AKT1_CCT3	2.03	1.02	3.38E-08	1.13E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	FASN	P31749	P49327	AKT1_FASN	1.67	0.74	7.68E-05	4.65E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	AKT1	CCT5	P31749	P48643	AKT1_CCT5	1.77	0.82	1.27E-05	3.18E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	CCT6A	P31749	P40227	AKT1_CCT6A	2.41	1.27	1.21E-05	2.42E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	AKT1	P31749	P31749	AKT1_AKT1	24.07	4.59	2.53E-10	1.15E-23	Yes	No	No	Yes	Yes
EGFRNetmtKRAS-Lo	AKT1	TCP1	P31749	P17987	AKT1_TCP1	2.09	1.07	2.33E-07	8.75E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	HSPA6	P31749	P17066	AKT1_HSPA6	2.22	1.15	1.00E-07	5.24E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	DSP	P31749	P15924	AKT1_DSP	2.20	1.14	1.61E-02	5.78E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	HSPA8	P31749	P11142	AKT1_HSPA8	2.36	1.24	1.22E-10	3.07E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	AKT1	HSP90AB3P	P31749	Q58FF7	AKT1_HSP90AB3P	10.60	3.41	1.66E-11	6.14E-14	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	HSP90AB1	P31749	P08238	AKT1_HSP90AB1	10.60	3.41	1.66E-11	6.14E-14	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	AKT1	HSP90AA1	P31749	P07900	AKT1_HSP90AA1	10.30	3.36	1.98E-09	1.21E-13	Yes	No	No	Yes	No
EGFRNetmtKRAS-Lo	AKT1	ANXA2P2	P31749	A6NMY6	AKT1_ANXA2P2	1.84	0.88	2.38E-04	2.39E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	ANXA2	P31749	P07355	AKT1_ANXA2	1.84	0.88	2.38E-04	2.39E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	AKT1	HSPB1	P31749	P04792	AKT1_HSPB1	4.73	2.24	1.66E-04	4.63E-07	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	AKT1	BAG2	P31749	O95816	AKT1_BAG2	4.41	2.14	1.67E-03	1.37E-06	No	No	No	No	No
EGFRNetmtKRAS-Lo	ARAF	CCT7	P10398	Q99832	ARAF_CCT7	2.46	1.30	8.31E-10	1.80E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	ARAF	CDC37	P10398	Q16543	ARAF_CDC37	10.13	3.34	2.13E-09	5.61E-08	No	No	No	Yes	Yes
EGFRNetmtKRAS-Lo	ARAF	PKP1	P10398	Q13835	ARAF_PKP1	4.10	2.04	1.84E-02	5.62E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	ARAF	DSG1	P10398	Q02413	ARAF_DSG1	4.58	2.20	5.71E-03	2.26E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	ARAF	CCT2	P10398	P78371	ARAF_CCT2	2.18	1.12	4.16E-09	3.42E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	ARAF	YWHAZ	P10398	P63104	ARAF_YWHAZ	2.42	1.28	5.63E-07	1.96E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	ARAF	YWHAG	P10398	P61981	ARAF_YWHAG	2.60	1.38	1.83E-07	1.31E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	ARAF	CCT4	P10398	P50991	ARAF_CCT4	2.16	1.11	1.51E-06	3.57E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	ARAF	CCT8	P10398	P50990	ARAF_CCT8	2.20	1.14	8.59E-10	3.24E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	ARAF	CCT3	P10398	P49368	ARAF_CCT3	2.16	1.11	7.12E-09	3.59E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	ARAF	MTNR1B	P10398	P49286	ARAF_MTNR1B	126.55	6.98	7.32E-03	1.35E-28	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	ARAF	CCT6A	P10398	P40227	ARAF_CCT6A	2.25	1.17	3.55E-08	2.91E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	ARAF	SFN	P10398	P31947	ARAF_SFN	2.18	1.12	1.60E-07	3.42E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	ARAF	YWHAB	P10398	P31946	ARAF_YWHAB	2.28	1.19	1.92E-07	2.70E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	ARAF	YWHAQ	P10398	P27348	ARAF_YWHAQ	2.21	1.14	2.08E-06	3.21E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	ARAF	TCP1	P10398	P17987	ARAF_TCP1	2.29	1.20	1.95E-09	2.62E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	ARAF	DSP	P10398	P15924	ARAF_DSP	3.50	1.81	1.77E-03	1.88E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	ARAF	BRAF	P10398	P15056	ARAF_BRAF	86.12	6.43	7.54E-09	1.51E-24	No	Yes	No	Yes	No
EGFRNetmtKRAS-Lo	ARAF	JUP	P10398	P14923	ARAF_JUP	2.34	1.23	3.01E-04	2.37E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	ARAF	HSPA8	P10398	P11142	ARAF_HSPA8	2.64	1.40	5.13E-08	1.19E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	ARAF	ARAF	P10398	P10398	ARAF_ARAF	17.61	4.14	1.90E-11	2.69E-11	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	ARAF	HSP90AB3P	P10398	Q58FF7	ARAF_HSP90AB3P	13.51	3.76	3.69E-12	1.27E-09	No	No	No	No	No
EGFRNetmtKRAS-Lo	ARAF	HSP90AB1	P10398	P08238	ARAF_HSP90AB1	13.51	3.76	3.69E-12	1.27E-09	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	ARAF	HSP90AA1	P10398	P07900	ARAF_HSP90AA1	16.28	4.02	1.86E-12	8.75E-11	Yes	No	No	Yes	No
EGFRNetmtKRAS-Lo	ARAF	ANXA1	P10398	P04083	ARAF_ANXA1	2.82	1.50	4.92E-02	7.98E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	ARAF	RAF1	P10398	P04049	ARAF_RAF1	19.67	4.30	8.84E-10	4.84E-12	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	ARAF	BAG2	P10398	O95816	ARAF_BAG2	6.99	2.81	8.63E-09	3.96E-06	Yes	No	No	Yes	No
EGFRNetmtKRAS-Lo	AXL	CDC37	P30530	Q16543	AXL_CDC37	3.74	1.90	3.33E-02	2.66E-06	No	No	No	No	No
EGFRNetmtKRAS-Lo	AXL	PPIA	P30530	P62937	AXL_PPIA	1.63	0.71	2.05E-03	4.78E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	AXL	RPL39P5	P30530	Q59GN2	AXL_RPL39P5	2.03	1.02	2.89E-03	7.82E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	AXL	RPL39	P30530	P62891	AXL_RPL39	2.03	1.02	2.89E-03	7.82E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	AXL	SEC61B	P30530	P60468	AXL_SEC61B	2.32	1.22	1.32E-03	1.92E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	AXL	SLC25A1	P30530	P53007	AXL_SLC25A1	2.14	1.10	1.13E-05	4.62E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	AXL	DNAJA1	P30530	P31689	AXL_DNAJA1	2.73	1.45	4.33E-04	2.74E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	AXL	AXL	P30530	P30530	AXL_AXL	16.39	4.04	1.45E-07	1.55E-22	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	AXL	HSPA6	P30530	P17066	AXL_HSPA6	2.39	1.26	1.19E-02	1.36E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	AXL	HSPA8	P30530	P11142	AXL_HSPA8	2.77	1.47	1.01E-05	2.24E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	AXL	HSP90AB3P	P30530	Q58FF7	AXL_HSP90AB3P	1.85	0.89	2.55E-05	1.76E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	AXL	HSP90AB1	P30530	P08238	AXL_HSP90AB1	1.85	0.89	2.55E-05	1.76E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	AXL	HSPA1A	P30530	P08107	AXL_HSPA1A	2.50	1.32	9.82E-05	8.29E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	AXL	HSP90AA1	P30530	P07900	AXL_HSP90AA1	1.92	0.94	1.09E-05	1.30E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	AXL	RPLP1	P30530	P05386	AXL_RPLP1	1.98	0.99	3.40E-08	9.68E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	AXL	BAG2	P30530	O95816	AXL_BAG2	6.52	2.71	2.18E-06	4.35E-11	No	No	No	No	No
EGFRNetmtKRAS-Lo	AXL	DNAJA2	P30530	O60884	AXL_DNAJA2	1.88	0.91	1.84E-03	1.56E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	TIMM9	Q92934	Q9Y5J7	BAD_TIMM9	2.17	1.12	9.41E-03	2.10E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	AKAP8L	Q92934	Q9ULX6	BAD_AKAP8L	2.20	1.14	8.74E-07	1.94E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	SLC25A10	Q92934	Q9UBX3	BAD_SLC25A10	2.18	1.13	2.31E-03	2.03E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	ATAD3A	Q92934	Q9NVI7	BAD_ATAD3A	2.33	1.22	4.12E-08	1.32E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	IPO9	Q92934	Q96P70	BAD_IPO9	2.64	1.40	1.04E-02	5.46E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	HOOK2	Q92934	Q96ED9	BAD_HOOK2	1.95	0.96	4.05E-03	3.99E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	BAD	Q92934	Q92934	BAD_BAD	18.22	4.19	7.04E-14	1.16E-14	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	HDAC2	Q92934	Q92769	BAD_HDAC2	1.93	0.95	1.67E-04	4.20E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	PTRF	Q92934	Q6NZI2	BAD_PTRF	2.37	1.24	2.92E-04	1.20E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	RNF219	Q92934	Q5W0B1	BAD_RNF219	1.97	0.98	1.76E-05	3.81E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	ATAD3B	Q92934	Q5T9A4	BAD_ATAD3B	2.85	1.51	1.91E-06	2.97E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	SMN1	Q92934	Q16637	BAD_SMN1	2.00	1.00	5.11E-05	3.51E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	PPP2R5E	Q92934	Q16537	BAD_PPP2R5E	6.33	2.66	3.12E-08	6.17E-07	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	PPP2R5C	Q92934	Q13362	BAD_PPP2R5C	2.92	1.55	5.31E-05	2.44E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	PRKAA1	Q92934	Q13131	BAD_PRKAA1	3.87	1.95	4.88E-03	1.90E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	RBBP4	Q92934	Q09028	BAD_RBBP4	1.95	0.97	3.09E-07	3.95E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	BCL2L1	Q92934	Q07817	BAD_BCL2L1	47.26	5.56	4.34E-07	1.83E-24	No	Yes	Yes	Yes	No
EGFRNetmtKRAS-Lo	BAD	YWHAH	Q92934	Q04917	BAD_YWHAH	8.91	3.16	3.51E-10	4.50E-09	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	BAD	SLC25A11	Q92934	Q02978	BAD_SLC25A11	1.89	0.92	1.36E-04	4.74E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	PPP2CA	Q92934	P67775	BAD_PPP2CA	4.16	2.06	1.11E-08	8.96E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	YWHAZ	Q92934	P63104	BAD_YWHAZ	9.37	3.23	7.04E-14	2.03E-09	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	BAD	YWHAE	Q92934	P62258	BAD_YWHAE	8.06	3.01	1.90E-12	2.07E-08	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	BAD	YWHAG	Q92934	P61981	BAD_YWHAG	9.40	3.23	8.07E-10	1.94E-09	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	BAD	ATP5J2	Q92934	P56134	BAD_ATP5J2	1.89	0.92	4.33E-02	4.72E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	SNCA	Q92934	P37840	BAD_SNCA	10.11	3.34	1.02E-07	5.94E-10	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	BAD	SFN	Q92934	P31947	BAD_SFN	7.52	2.91	1.27E-08	5.74E-08	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	BAD	YWHAB	Q92934	P31946	BAD_YWHAB	7.05	2.82	8.32E-10	1.42E-07	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	BAD	PPP2R1A	Q92934	P30153	BAD_PPP2R1A	3.95	1.98	1.07E-08	1.53E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	CAD	Q92934	P27708	BAD_CAD	2.76	1.46	5.33E-10	3.86E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	YWHAQ	Q92934	P27348	BAD_YWHAQ	8.42	3.07	1.72E-11	1.07E-08	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	BAD	PRKACB	Q92934	P22694	BAD_PRKACB	2.04	1.03	1.68E-04	3.09E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	PRKACA	Q92934	P17612	BAD_PRKACA	2.46	1.30	3.33E-07	9.16E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	BAD	HSPA6	Q92934	P17066	BAD_HSPA6	2.08	1.05	1.75E-03	2.78E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	HSPA8	Q92934	P11142	BAD_HSPA8	2.72	1.44	1.38E-05	4.29E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	PRKAR1A	Q92934	P10644	BAD_PRKAR1A	2.23	1.15	4.27E-05	1.80E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	CYC1	Q92934	P08574	BAD_CYC1	1.88	0.91	8.39E-06	4.95E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	HSPA1A	Q92934	P08107	BAD_HSPA1A	2.02	1.01	6.04E-04	3.28E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	HSPB1	Q92934	P04792	BAD_HSPB1	2.43	1.28	9.96E-09	9.96E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	SGPL1	Q92934	O95470	BAD_SGPL1	2.18	1.13	1.48E-02	2.04E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	MTA2	Q92934	O94776	BAD_MTA2	2.35	1.23	1.71E-05	1.25E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BAD	ERLIN1	Q92934	O75477	BAD_ERLIN1	2.00	1.00	2.76E-04	3.44E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BLK	DSG1	P51451	Q02413	BLK_DSG1	4.60	2.20	3.77E-02	7.89E-09	No	No	No	No	No
EGFRNetmtKRAS-Lo	BLK	BLK	P51451	P51451	BLK_BLK	9.15	3.19	3.60E-08	1.48E-16	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	BLK	HSPA9	P51451	P38646	BLK_HSPA9	1.58	0.66	1.23E-03	4.05E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BLK	HSPA5	P51451	P11021	BLK_HSPA5	1.86	0.89	2.15E-03	9.87E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	BLK	HSP90AA1	P51451	P07900	BLK_HSP90AA1	1.59	0.67	1.81E-03	3.99E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	BLK	CDK1	P51451	P06493	BLK_CDK1	17.51	4.13	5.87E-04	2.37E-26	No	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	AP3M1	P51813	Q9Y2T2	BMX_AP3M1	4.78	2.26	3.03E-08	5.06E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	DDX47	P51813	Q9H0S4	BMX_DDX47	2.78	1.48	2.49E-04	4.66E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	WDR61	P51813	Q9GZS3	BMX_WDR61	11.81	3.56	1.87E-07	2.38E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	GRWD1	P51813	Q9BQ67	BMX_GRWD1	3.40	1.76	7.70E-06	2.23E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	CCT7	P51813	Q99832	BMX_CCT7	5.93	2.57	1.03E-10	1.71E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	HSPH1	P51813	Q92598	BMX_HSPH1	3.38	1.76	9.89E-04	2.28E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	LEO1	P51813	Q8WVC0	BMX_LEO1	6.67	2.74	9.56E-08	8.95E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	PAF1	P51813	Q8N7H5	BMX_PAF1	10.46	3.39	8.70E-09	5.52E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	CTR9	P51813	Q6PD62	BMX_CTR9	7.69	2.94	1.85E-10	3.94E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	CDC73	P51813	Q6P1J9	BMX_CDC73	11.01	3.46	4.00E-11	3.89E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	CDC37	P51813	Q16543	BMX_CDC37	7.31	2.87	7.26E-09	5.28E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	TRIM26	P51813	Q12899	BMX_TRIM26	6.35	2.67	1.36E-03	1.17E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	CCT2	P51813	P78371	BMX_CCT2	5.65	2.50	2.32E-10	2.20E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	PPP2R2A	P51813	P63151	BMX_PPP2R2A	4.94	2.31	7.61E-05	4.29E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	BMX	P51813	P51813	BMX_BMX	20.36	4.35	1.17E-10	3.42E-07	Yes	No	No	Yes	No
EGFRNetmtKRAS-Lo	BMX	CCT4	P51813	P50991	BMX_CCT4	4.92	2.30	1.17E-11	4.41E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	CCT8	P51813	P50990	BMX_CCT8	5.26	2.40	4.87E-11	3.16E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	CCT3	P51813	P49368	BMX_CCT3	6.20	2.63	5.88E-11	1.34E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	CCT5	P51813	P48643	BMX_CCT5	4.67	2.22	8.82E-11	5.66E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	IQGAP1	P51813	P46940	BMX_IQGAP1	2.93	1.55	4.97E-06	3.88E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	CCT6A	P51813	P40227	BMX_CCT6A	5.65	2.50	4.61E-11	2.20E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	PPP2R1A	P51813	P30153	BMX_PPP2R1A	3.37	1.75	4.23E-05	2.29E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	TCP1	P51813	P17987	BMX_TCP1	5.69	2.51	4.14E-11	2.11E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	GYS1	P51813	P13807	BMX_GYS1	3.81	1.93	9.91E-06	1.40E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	HSPA8	P51813	P11142	BMX_HSPA8	3.62	1.86	1.29E-09	1.73E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	HSPA5	P51813	P11021	BMX_HSPA5	3.68	1.88	1.91E-09	1.61E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	HSP90AB3P	P51813	Q58FF7	BMX_HSP90AB3P	4.04	2.01	1.82E-09	1.09E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	HSP90AB1	P51813	P08238	BMX_HSP90AB1	4.04	2.01	1.82E-09	1.09E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	BMX	HSPA1A	P51813	P08107	BMX_HSPA1A	4.52	2.18	6.76E-10	6.54E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	HSP90AA1	P51813	P07900	BMX_HSP90AA1	3.92	1.97	4.92E-09	1.24E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	BMX	PPM1G	P51813	O15355	BMX_PPM1G	4.11	2.04	3.53E-07	1.00E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	CHD1	P51813	O14646	BMX_CHD1	2.84	1.51	1.71E-05	4.32E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	AP3D1	P51813	O14617	BMX_AP3D1	3.98	1.99	3.70E-05	1.16E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	PPP6C	P51813	O00743	BMX_PPP6C	5.90	2.56	3.19E-04	1.75E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	AP3B1	P51813	O00203	BMX_AP3B1	3.42	1.77	1.41E-08	2.17E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	BMX	SMAP	P51813	O00193	BMX_SMAP	13.26	3.73	3.19E-10	1.03E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	BRAF	DNAJB11	P15056	Q9UBS4	BRAF_DNAJB11	7.58	2.92	2.70E-02	4.46E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BRAF	FAR1	P15056	Q8WVX9	BRAF_FAR1	7.78	2.96	5.65E-03	4.26E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BRAF	TMEM33	P15056	P57088	BRAF_TMEM33	9.87	3.30	1.11E-03	2.74E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BRAF	KRAS	P15056	P01116	BRAF_KRAS	7.68	2.94	1.31E-03	4.36E-02	No	Yes	No	No	No
EGFRNetmtKRAS-Lo	BRAF	NDUFA4	P15056	O00483	BRAF_NDUFA4	7.16	2.84	1.60E-03	4.94E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	BRAF	ATAD3B	P15056	Q5T9A4	BRAF_ATAD3B	2.05	1.04	1.96E-02	3.84E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	BRAF	CDC37	P15056	Q16543	BRAF_CDC37	6.67	2.74	2.79E-06	5.92E-13	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	BRAF	YWHAH	P15056	Q04917	BRAF_YWHAH	14.14	3.82	3.08E-10	1.46E-23	No	Yes	No	Yes	No
EGFRNetmtKRAS-Lo	BRAF	SLC25A11	P15056	Q02978	BRAF_SLC25A11	1.82	0.86	2.79E-02	1.34E-02	No	No	No	No	No
