Network	Bait	Prey	Bait_UniProt	Prey_UniProt	Interaction	SILAC Ratio               (Prey abundance in EGFRNetmtKRAS-Hi AP/Prey abundance in EV control AP)	Log2 (SILAC ratio)	t-test                    P value	Significance A	Is significantly rewired (relative to EGFRNetmtKRAS-Lo)?	Is interaction in Bioplex 2.0 (Huttlin et al., 2017)?	Is interaction in Rolland et al., 2014?	Is interaction in IID (Kotlyar et al. 2016)?	Is interaction in Hein et al., 2015?
EGFRNetmtKRAS-Hi	SH2D3C	SDF4	Q8N5H7	Q9BRK5	SH2D3C_SDF4	1.48	0.57	1.23E-02	2.01E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	SLC29A1	Q8N5H7	Q99808	SH2D3C_SLC29A1	1.49	0.58	1.34E-04	1.82E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	UHRF1	Q8N5H7	Q96T88	SH2D3C_UHRF1	1.51	0.59	2.36E-07	1.60E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	ERGIC2	Q8N5H7	Q96RQ1	SH2D3C_ERGIC2	1.42	0.51	4.17E-02	3.27E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	ABHD14B	Q8N5H7	Q96IU4	SH2D3C_ABHD14B	1.38	0.47	1.80E-04	4.57E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	PDLIM5	Q8N5H7	Q96HC4	SH2D3C_PDLIM5	2.24	1.16	5.52E-03	1.25E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	TLCD1	Q8N5H7	Q96CP7	SH2D3C_TLCD1	1.58	0.66	1.34E-02	8.30E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	EXOC4	Q8N5H7	Q96A65	SH2D3C_EXOC4	1.40	0.49	1.40E-03	3.79E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	NDRG1	Q8N5H7	Q92597	SH2D3C_NDRG1	2.23	1.16	1.35E-06	1.40E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	AP3S1	Q8N5H7	Q92572	SH2D3C_AP3S1	1.66	0.73	8.01E-04	4.20E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	PTCD2	Q8N5H7	Q8WV60	SH2D3C_PTCD2	1.39	0.47	6.86E-04	4.35E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	IPO4	Q8N5H7	Q8TEX9	SH2D3C_IPO4	1.40	0.48	1.03E-03	4.01E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	GEMIN5	Q8N5H7	Q8TEQ6	SH2D3C_GEMIN5	1.95	0.96	1.69E-02	2.46E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	CEP192	Q8N5H7	Q8TEP8	SH2D3C_CEP192	1.89	0.92	1.89E-02	4.42E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	SLC25A40	Q8N5H7	Q8TBP6	SH2D3C_SLC25A40	1.57	0.65	3.80E-02	9.61E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	ADCK3	Q8N5H7	Q8NI60	SH2D3C_ADCK3	1.66	0.73	7.79E-05	4.15E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	HSD17B11	Q8N5H7	Q8NBQ5	SH2D3C_HSD17B11	1.87	0.91	8.44E-03	5.17E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	SLC43A3	Q8N5H7	Q8NBI5	SH2D3C_SLC43A3	1.41	0.50	3.91E-02	3.57E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	SH2D3C	Q8N5H7	Q8N5H7	SH2D3C_SH2D3C	10.57	3.40	1.22E-07	3.48E-35	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	SRBD1	Q8N5H7	Q8N5C6	SH2D3C_SRBD1	1.50	0.59	2.33E-02	1.69E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	KIAA2013	Q8N5H7	Q8IYS2	SH2D3C_KIAA2013	1.38	0.46	1.05E-02	4.69E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	MINA	Q8N5H7	Q8IUF8	SH2D3C_MINA	1.54	0.63	6.66E-03	1.18E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	HEATR2	Q8N5H7	Q86Y56	SH2D3C_HEATR2	1.38	0.46	4.49E-04	4.79E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	PARS2	Q8N5H7	Q7L3T8	SH2D3C_PARS2	1.41	0.50	9.43E-04	3.55E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	ARMC6	Q8N5H7	Q6NXE6	SH2D3C_ARMC6	1.44	0.53	9.95E-03	2.82E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	TBC1D9B	Q8N5H7	Q66K14	SH2D3C_TBC1D9B	1.56	0.64	1.03E-02	1.05E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	LRRC16A	Q8N5H7	Q5VZK9	SH2D3C_LRRC16A	1.38	0.46	1.81E-02	4.67E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	RIF1	Q8N5H7	Q5UIP0	SH2D3C_RIF1	1.49	0.58	4.18E-02	1.80E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	GLYR1	Q8N5H7	Q49A26	SH2D3C_GLYR1	1.62	0.69	1.56E-02	6.01E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	TRIP6	Q8N5H7	Q15654	SH2D3C_TRIP6	2.50	1.32	6.82E-04	8.12E-07	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	PON2	Q8N5H7	Q15165	SH2D3C_PON2	1.44	0.53	6.57E-04	2.74E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	UBE4A	Q8N5H7	Q14139	SH2D3C_UBE4A	1.63	0.71	2.42E-03	5.13E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	ALCAM	Q8N5H7	Q13740	SH2D3C_ALCAM	1.46	0.55	3.53E-02	2.38E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	RIN1	Q8N5H7	Q13671	SH2D3C_RIN1	1.64	0.71	1.67E-08	4.91E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	CAMK2D	Q8N5H7	Q13557	SH2D3C_CAMK2D	1.52	0.60	8.19E-08	1.47E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	MALL	Q8N5H7	Q13021	SH2D3C_MALL	1.59	0.66	5.61E-03	8.03E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	TRAF2	Q8N5H7	Q12933	SH2D3C_TRAF2	1.53	0.61	1.43E-03	1.31E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	CDC20	Q8N5H7	Q12834	SH2D3C_CDC20	1.40	0.48	2.64E-03	3.99E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	POLE	Q8N5H7	Q07864	SH2D3C_POLE	1.41	0.50	2.17E-04	3.50E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	AKAP12	Q8N5H7	Q02952	SH2D3C_AKAP12	1.51	0.59	1.93E-02	1.60E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	SRSF2	Q8N5H7	Q01130	SH2D3C_SRSF2	1.49	0.57	4.37E-02	1.92E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	ADK	Q8N5H7	P55263	SH2D3C_ADK	1.39	0.47	1.08E-02	4.36E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	ALDH18A1	Q8N5H7	P54886	SH2D3C_ALDH18A1	1.38	0.47	2.63E-05	4.52E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	SUCLG1	Q8N5H7	P53597	SH2D3C_SUCLG1	1.47	0.56	1.08E-05	2.13E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	DEK	Q8N5H7	P35659	SH2D3C_DEK	1.37	0.46	8.09E-08	4.83E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	PYCR1	Q8N5H7	P32322	SH2D3C_PYCR1	1.45	0.54	1.56E-06	2.57E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	SSFA2	Q8N5H7	P28290	SH2D3C_SSFA2	1.42	0.50	1.94E-02	3.44E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	POLR2A	Q8N5H7	P24928	SH2D3C_POLR2A	1.38	0.47	4.69E-03	4.56E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	ACAT1	Q8N5H7	P24752	SH2D3C_ACAT1	1.68	0.75	3.22E-03	3.33E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	GART	Q8N5H7	P22102	SH2D3C_GART	1.47	0.55	1.16E-03	2.24E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	COMT	Q8N5H7	P21964	SH2D3C_COMT	1.40	0.49	7.54E-03	3.87E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	PTPRF	Q8N5H7	P10586	SH2D3C_PTPRF	2.02	1.02	4.99E-02	1.18E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	GSN	Q8N5H7	P06396	SH2D3C_GSN	1.45	0.53	1.20E-02	2.66E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	LDLR	Q8N5H7	P01130	SH2D3C_LDLR	1.45	0.53	1.63E-02	2.65E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	PGM3	Q8N5H7	O95394	SH2D3C_PGM3	1.46	0.54	2.44E-03	2.47E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	POP7	Q8N5H7	O75817	SH2D3C_POP7	1.63	0.70	2.06E-02	5.46E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	SLC25A12	Q8N5H7	O75746	SH2D3C_SLC25A12	1.46	0.55	1.91E-03	2.36E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	IGF2BP3	Q8N5H7	O00425	SH2D3C_IGF2BP3	1.41	0.50	6.66E-03	3.59E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	TMEM14B	Q8N5H7	Q9NUH8	SH2D3C_TMEM14B	1.44	0.52	5.50E-03	2.87E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH2D3C	TMEM14D	Q8N5H7	A8MWL7	SH2D3C_TMEM14D	1.44	0.52	5.50E-03	2.87E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	IVNS1ABP	O75368	Q9Y6Y0	SH3BGRL_IVNS1ABP	1.60	0.68	8.18E-03	5.68E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	MTCH2	O75368	Q9Y6C9	SH3BGRL_MTCH2	1.54	0.62	3.77E-02	1.02E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	RUVBL1	O75368	Q9Y265	SH3BGRL_RUVBL1	1.60	0.68	5.30E-03	5.63E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	MYO6	O75368	Q9UM54	SH3BGRL_MYO6	2.86	1.52	1.34E-02	1.30E-08	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	CORO1C	O75368	Q9ULV4	SH3BGRL_CORO1C	4.58	2.20	2.99E-11	5.34E-16	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	MYO5B	O75368	Q9ULV0	SH3BGRL_MYO5B	1.95	0.97	6.48E-06	1.79E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	LIMA1	O75368	Q9UHB6	SH3BGRL_LIMA1	2.62	1.39	7.48E-06	1.75E-07	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	STK39	O75368	Q9UEW8	SH3BGRL_STK39	1.80	0.85	3.97E-02	8.55E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	TMEM14C	O75368	Q9P0S9	SH3BGRL_TMEM14C	1.78	0.84	6.62E-03	9.87E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	TMOD3	O75368	Q9NYL9	SH3BGRL_TMOD3	3.38	1.76	1.48E-09	6.29E-11	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	DDX19B	O75368	Q9NUU7	SH3BGRL_DDX19B	1.36	0.44	3.03E-02	4.83E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	DDX25	O75368	Q9UHL0	SH3BGRL_DDX25	1.36	0.44	3.03E-02	4.83E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	DDX19A	O75368	Q9UMR2	SH3BGRL_DDX19A	1.36	0.44	3.03E-02	4.83E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	MYO5C	O75368	Q9NQX4	SH3BGRL_MYO5C	3.86	1.95	9.70E-04	5.38E-13	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	SFXN1	O75368	Q9H9B4	SH3BGRL_SFXN1	1.66	0.73	1.42E-02	3.35E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	CORO1B	O75368	Q9BR76	SH3BGRL_CORO1B	3.70	1.89	1.91E-06	2.49E-12	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	TUBA1C	O75368	Q9BQE3	SH3BGRL_TUBA1C	1.50	0.58	1.98E-02	1.47E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ARPC5L	O75368	Q9BPX5	SH3BGRL_ARPC5L	3.37	1.75	1.68E-05	6.81E-11	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	PGAM5	O75368	Q96HS1	SH3BGRL_PGAM5	1.49	0.58	6.78E-03	1.55E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	SH3KBP1	O75368	Q96B97	SH3BGRL_SH3KBP1	4.81	2.27	2.36E-02	6.23E-17	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	CORO2A	O75368	Q92828	SH3BGRL_CORO2A	2.81	1.49	1.47E-03	2.20E-08	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ARPC1A	O75368	Q92747	SH3BGRL_ARPC1A	4.07	2.03	8.90E-04	6.68E-14	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	HSPH1	O75368	Q92598	SH3BGRL_HSPH1	1.60	0.68	3.22E-02	5.75E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	TWF2	O75368	Q6IBS0	SH3BGRL_TWF2	1.77	0.83	3.77E-02	1.11E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ACTBL2	O75368	Q562R1	SH3BGRL_ACTBL2	2.87	1.52	4.23E-03	1.19E-08	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	DBN1	O75368	Q16643	SH3BGRL_DBN1	3.68	1.88	4.74E-03	3.10E-12	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	PRPSAP1	O75368	Q14558	SH3BGRL_PRPSAP1	1.43	0.52	1.55E-03	2.63E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	CTTN	O75368	Q14247	SH3BGRL_CTTN	1.87	0.91	1.60E-03	4.09E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	SQSTM1	O75368	Q13501	SH3BGRL_SQSTM1	1.39	0.48	1.03E-04	3.66E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	FLII	O75368	Q13045	SH3BGRL_FLII	1.87	0.90	4.83E-04	4.38E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	TWF1	O75368	Q12792	SH3BGRL_TWF1	3.42	1.77	6.03E-08	4.34E-11	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	SLC25A3	O75368	Q00325	SH3BGRL_SLC25A3	1.72	0.78	5.52E-04	1.84E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	TUBB4B	O75368	P68371	SH3BGRL_TUBB4B	1.36	0.44	2.31E-02	4.77E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ACTG1	O75368	P63261	SH3BGRL_ACTG1	3.00	1.59	4.67E-10	3.00E-09	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	RPS27A	O75368	P62979	SH3BGRL_RPS27A	1.38	0.47	2.14E-02	3.86E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ACTR2	O75368	P61160	SH3BGRL_ACTR2	2.36	1.24	1.03E-05	2.76E-06	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ACTR3	O75368	P61158	SH3BGRL_ACTR3	3.05	1.61	1.88E-06	1.86E-09	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	DSTN	O75368	P60981	SH3BGRL_DSTN	2.21	1.14	1.76E-04	1.32E-05	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	PRPS1	O75368	P60891	SH3BGRL_PRPS1	1.39	0.48	9.42E-04	3.66E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ACTB	O75368	P60709	SH3BGRL_ACTB	2.75	1.46	6.42E-10	4.13E-08	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ARPC4	O75368	P59998	SH3BGRL_ARPC4	3.31	1.73	9.38E-06	1.30E-10	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ATP5J2	O75368	P56134	SH3BGRL_ATP5J2	1.37	0.45	1.39E-02	4.38E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	SLC25A1	O75368	P53007	SH3BGRL_SLC25A1	1.61	0.69	1.34E-02	5.10E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	CAPZA1	O75368	P52907	SH3BGRL_CAPZA1	3.48	1.80	4.97E-10	2.20E-11	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	HNRNPM	O75368	P52272	SH3BGRL_HNRNPM	1.72	0.78	1.23E-05	1.81E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	CAPZB	O75368	P47756	SH3BGRL_CAPZB	4.09	2.03	1.40E-10	5.45E-14	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	CAPZA2	O75368	P47755	SH3BGRL_CAPZA2	3.61	1.85	6.42E-10	6.23E-12	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	HSPA4	O75368	P34932	SH3BGRL_HSPA4	1.42	0.51	1.70E-04	2.82E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ALDH1B1	O75368	P30837	SH3BGRL_ALDH1B1	1.65	0.73	3.21E-02	3.49E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	CAD	O75368	P27708	SH3BGRL_CAD	1.79	0.84	4.34E-04	9.63E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	CFL1	O75368	P23528	SH3BGRL_CFL1	1.79	0.84	6.74E-05	9.60E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	VDAC1	O75368	P21796	SH3BGRL_VDAC1	1.69	0.76	4.55E-03	2.40E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ELK1	O75368	P19419	SH3BGRL_ELK1	7.48	2.90	2.80E-02	1.79E-26	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ATP2A1	O75368	O14983	SH3BGRL_ATP2A1	1.55	0.63	2.30E-02	9.51E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ATP2A2	O75368	P16615	SH3BGRL_ATP2A2	1.55	0.63	2.30E-02	9.51E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	PLS3	O75368	P13797	SH3BGRL_PLS3	1.53	0.61	5.83E-03	1.12E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	SLC25A6	O75368	P12236	SH3BGRL_SLC25A6	1.70	0.77	5.94E-03	2.19E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	PRPS2	O75368	P11908	SH3BGRL_PRPS2	1.57	0.65	1.15E-03	7.69E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	HSPA8	O75368	P11142	SH3BGRL_HSPA8	1.82	0.86	2.54E-07	7.22E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	HSPA1A	O75368	P08107	SH3BGRL_HSPA1A	1.71	0.77	1.19E-07	2.13E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	HNRNPCL1	O75368	O60812	SH3BGRL_HNRNPCL1	1.84	0.88	1.33E-02	5.46E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	HNRNPC	O75368	P07910	SH3BGRL_HNRNPC	1.84	0.88	1.33E-02	5.46E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	GSN	O75368	P06396	SH3BGRL_GSN	2.67	1.42	9.90E-04	9.94E-08	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	BAG2	O75368	O95816	SH3BGRL_BAG2	2.82	1.50	3.50E-03	2.00E-08	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	SVIL	O75368	O95425	SH3BGRL_SVIL	2.72	1.44	5.68E-03	5.84E-08	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	MYO1D	O75368	O94832	SH3BGRL_MYO1D	3.49	1.80	3.61E-02	2.15E-11	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	SH3BGRL	O75368	O75368	SH3BGRL_SH3BGRL	25.95	4.70	3.37E-11	1.01E-65	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	WDR1	O75368	O75083	SH3BGRL_WDR1	2.78	1.47	6.87E-08	3.29E-08	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ACSL4	O75368	O60488	SH3BGRL_ACSL4	1.53	0.62	4.33E-02	1.05E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	PRPSAP2	O75368	O60256	SH3BGRL_PRPSAP2	1.63	0.70	1.61E-03	4.45E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	MYO1B	O75368	O43795	SH3BGRL_MYO1B	3.90	1.96	6.69E-03	3.63E-13	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ARPC5	O75368	O15511	SH3BGRL_ARPC5	2.73	1.45	5.66E-03	5.25E-08	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ARPC3	O75368	O15145	SH3BGRL_ARPC3	3.05	1.61	1.86E-05	1.96E-09	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ARPC2	O75368	O15144	SH3BGRL_ARPC2	2.92	1.55	8.05E-06	7.12E-09	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	ARPC1B	O75368	O15143	SH3BGRL_ARPC1B	2.72	1.44	1.09E-06	5.78E-08	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3BGRL	MYO1C	O75368	O00159	SH3BGRL_MYO1C	3.60	1.85	4.22E-06	6.62E-12	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	MEMO1	Q99963	Q9Y316	SH3GL3_MEMO1	1.48	0.57	4.20E-02	4.78E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	MAT2B	Q99963	Q9NZL9	SH3GL3_MAT2B	1.54	0.62	5.25E-03	3.52E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	SH3GL3	Q99963	Q99963	SH3GL3_SH3GL3	13.79	3.79	1.30E-12	1.05E-28	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	SH3GL3	PARK7	Q99963	Q99497	SH3GL3_PARK7	1.55	0.64	5.18E-06	3.15E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	ITCH	Q99963	Q96J02	SH3GL3_ITCH	4.52	2.18	4.92E-03	1.00E-10	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	HSPH1	Q99963	Q92598	SH3GL3_HSPH1	1.88	0.91	1.66E-02	3.84E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	FSCN1	Q99963	Q16658	SH3GL3_FSCN1	1.91	0.93	4.25E-09	3.25E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	PAFAH1B3	Q99963	Q15102	SH3GL3_PAFAH1B3	1.81	0.86	6.98E-03	6.04E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	DDX39B	Q99963	Q13838	SH3GL3_DDX39B	1.50	0.58	4.13E-06	4.42E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	MTAP	Q99963	Q13126	SH3GL3_MTAP	1.68	0.75	6.76E-03	1.46E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	ECH1	Q99963	Q13011	SH3GL3_ECH1	1.59	0.67	6.30E-06	2.56E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	AKAP12	Q99963	Q02952	SH3GL3_AKAP12	1.69	0.76	3.68E-04	1.36E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	CYCS	Q99963	P99999	SH3GL3_CYCS	1.88	0.91	1.41E-09	3.98E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	TMSB10	Q99963	P63313	SH3GL3_TMSB10	1.91	0.93	2.71E-06	3.19E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	EIF5AL1	Q99963	Q6IS14	SH3GL3_EIF5AL1	1.64	0.71	4.61E-06	1.89E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	EIF5A	Q99963	P63241	SH3GL3_EIF5A	1.64	0.71	4.61E-06	1.89E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	RPL32	Q99963	P62910	SH3GL3_RPL32	1.71	0.77	1.66E-08	1.19E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	HSPE1	Q99963	P61604	SH3GL3_HSPE1	1.50	0.58	8.23E-07	4.37E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	EIF4A2	Q99963	Q14240	SH3GL3_EIF4A2	1.58	0.66	1.81E-05	2.64E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	SH3GL3	EIF4A1	Q99963	P60842	SH3GL3_EIF4A1	1.58	0.66	1.81E-05	2.64E-02	Yes	No	No	No	No
