uniprot_a	uniprot_b	gene_a	gene_b	method	det_method	first_author	reference	mi-score	expansion_methd	role_a	role_b
uniprotkb:P15056	uniprotkb:P36507	BRAF	MAP2K2	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Kennedy SA et al.(2019)	intact:EBI-22274189|pubmed:31980649|imex:IM-26434	intact-miscore:0.89	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P36507	BRAF	MAP2K2	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0914"(association)	Buljan M. et al.(2020)	intact:EBI-27101182|doi:10.1016/j.molcel.2020.07.001|pubmed:32707033|imex:IM-29257	intact-miscore:0.89	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P36507	uniprotkb:P15056	MAP2K2	BRAF	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0914"(association)	Buljan M. et al.(2020)	intact:EBI-27101182|doi:10.1016/j.molcel.2020.07.001|pubmed:32707033|imex:IM-29257	intact-miscore:0.89	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P36507	BRAF	MAP2K2	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Huttlin EL. et al.(2021)	intact:EBI-27103963|doi:10.1016/j.cell.2021.04.011|pubmed:33961781|imex:IM-29278	intact-miscore:0.89	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P36507	uniprotkb:P15056	MAP2K2	BRAF	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Lito P. et al.(2014)	intact:EBI-9549228|pubmed:24746704|imex:IM-22983	intact-miscore:0.89	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q96II5	uniprotkb:P01116	ARAF	KRAS	psi-mi:"MI:1112"(two hybrid prey pooling approach)	psi-mi:"MI:0915"(physical association)	Rolland T. et al.(2014)	intact:EBI-9988654|pubmed:25416956|imex:IM-23318	intact-miscore:0.56	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P04049	MAP2K1	RAF1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Hein MY. et al.(2015)	intact:EBI-10888342|pride:PXD002829|pride:PXD002815|doi:10.1016/j.cell.2015.09.053|pubmed:26496610|imex:IM-24272	intact-miscore:0.96	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P04049	MAP2K1	RAF1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Lito P. et al.(2014)	intact:EBI-9549228|pubmed:24746704|imex:IM-22983	intact-miscore:0.96	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P04049	MAP2K1	RAF1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Lito P. et al.(2014)	intact:EBI-9549228|pubmed:24746704|imex:IM-22983	intact-miscore:0.96	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P04049	MAP2K1	RAF1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Hatzivassiliou G. et al.(2013)	intact:EBI-16068507|doi:10.1038/nature12441|pubmed:23934108|imex:IM-21524	intact-miscore:0.96	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:Q02750	RAF1	MAP2K1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Feng L. et al.(2007)	intact:EBI-15654346|doi:10.1073/pnas.0701298104|pubmed:17724343|imex:IM-9707	intact-miscore:0.96	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P04049	MAP2K1	RAF1	psi-mi:"MI:0676"(tandem affinity purification)	psi-mi:"MI:0915"(physical association)	Gloeckner CJ. et al.(2007)	intact:EBI-1990362|pubmed:17979178|imex:IM-11897	intact-miscore:0.96	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P04049	MAP2K1	RAF1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Kennedy SA et al.(2019)	intact:EBI-22274189|pubmed:31980649|imex:IM-26434	intact-miscore:0.96	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P04049	MAP2K1	RAF1	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0914"(association)	Buljan M. et al.(2020)	intact:EBI-27101182|doi:10.1016/j.molcel.2020.07.001|pubmed:32707033|imex:IM-29257	intact-miscore:0.96	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P04049	MAP2K1	RAF1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Cho NH. et al.(2022)	intact:EBI-52315730|pubmed:35271311|imex:IM-30001	intact-miscore:0.96	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P04049	MAP2K1	RAF1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Garcia R. et al.(2009)	intact:EBI-8563650|doi:10.1038/embor.2009.4|mint:MINT-7014129|pubmed:19197339|mint:MINT-7014125|imex:IM-11690	intact-miscore:0.96	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:Q02750	RAF1	MAP2K1	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0914"(association)	Garcia R. et al.(2009)	intact:EBI-8563650|doi:10.1038/embor.2009.4|mint:MINT-7014129|pubmed:19197339|mint:MINT-7014125|imex:IM-11690	intact-miscore:0.96	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P04049	MAP2K1	RAF1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Haling J.R. et al.(2014)	intact:EBI-9869880|pubmed:25155755|imex:IM-23303	intact-miscore:0.96	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:Q02750	RAF1	MAP2K1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Haling J.R. et al.(2014)	intact:EBI-9869880|pubmed:25155755|imex:IM-23303	intact-miscore:0.96	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01111	uniprotkb:P15056	NRAS	BRAF	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0915"(physical association)	Marquette A. et al.(2011)	intact:EBI-15920545|doi:10.1038/nsmb.2022|pubmed:21478863|imex:IM-16100	intact-miscore:0.86	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P01111	BRAF	NRAS	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Marquette A. et al.(2011)	intact:EBI-15920545|doi:10.1038/nsmb.2022|pubmed:21478863|imex:IM-16100	intact-miscore:0.86	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01111	uniprotkb:P15056	NRAS	BRAF	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Swaney DL. et al.(2021)	intact:EBI-34583960|pubmed:34591642|imex:IM-29816	intact-miscore:0.86	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P01111	BRAF	NRAS	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0915"(physical association)	Mo X. et al.(2022)	intact:EBI-32716907|doi:10.1016/j.cell.2022.04.014|pubmed:35512704|imex:IM-29493	intact-miscore:0.86	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01111	uniprotkb:P15056	NRAS	BRAF	psi-mi:"MI:1314"(proximity-dependent biotin identification)	psi-mi:"MI:2364"(proximity)	Adhikari H. et al.(2018)	intact:EBI-27027937|pubmed:30194290|imex:IM-29117	intact-miscore:0.86	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P01111	BRAF	NRAS	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0914"(association)	Buljan M. et al.(2020)	intact:EBI-27101182|doi:10.1016/j.molcel.2020.07.001|pubmed:32707033|imex:IM-29257	intact-miscore:0.86	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P04049-2	BRAF	RAF1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Huttlin EL. et al.(2017)	intact:EBI-15481134|doi:10.1038/nature22366|pubmed:28514442|imex:IM-25778	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01112	uniprotkb:P10398	HRAS	ARAF	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Swaney DL. et al.(2021)	intact:EBI-34583960|pubmed:34591642|imex:IM-29816	intact-miscore:0.8	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01112	uniprotkb:P10398	HRAS	ARAF	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Kim M. et al.(2021)	intact:EBI-34580698|pubmed:34591612|imex:IM-29535	intact-miscore:0.8	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P10398	uniprotkb:P01112	ARAF	HRAS	psi-mi:"MI:0018"(two hybrid)	psi-mi:"MI:0915"(physical association)	Yuryev A. et al.(2003)	intact:EBI-1990872|mint:MINT-5216198|pubmed:12620389	intact-miscore:0.8	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P15056	MAP2K1	BRAF	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Hein MY. et al.(2015)	intact:EBI-10888342|pride:PXD002829|pride:PXD002815|doi:10.1016/j.cell.2015.09.053|pubmed:26496610|imex:IM-24272	intact-miscore:0.98	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P15056	MAP2K1	BRAF	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Moriceau G. et al.(2015)	intact:EBI-10819504|pubmed:25600339|imex:IM-24173	intact-miscore:0.98	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P15056	MAP2K1	BRAF	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Moriceau G. et al.(2015)	intact:EBI-10819504|pubmed:25600339|imex:IM-24173	intact-miscore:0.98	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P15056	MAP2K1	BRAF	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Moriceau G. et al.(2015)	intact:EBI-10819504|pubmed:25600339|imex:IM-24173	intact-miscore:0.98	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P15056	MAP2K1	BRAF	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Moriceau G. et al.(2015)	intact:EBI-10819504|pubmed:25600339|imex:IM-24173	intact-miscore:0.98	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P15056	MAP2K1	BRAF	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Moriceau G. et al.(2015)	intact:EBI-10819504|pubmed:25600339|imex:IM-24173	intact-miscore:0.98	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P15056	MAP2K1	BRAF	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Moriceau G. et al.(2015)	intact:EBI-10819504|pubmed:25600339|imex:IM-24173	intact-miscore:0.98	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P15056	MAP2K1	BRAF	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Lito P. et al.(2014)	intact:EBI-9549228|pubmed:24746704|imex:IM-22983	intact-miscore:0.98	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P15056	MAP2K1	BRAF	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0407"(direct interaction)	Hatzivassiliou G. et al.(2013)	intact:EBI-16068507|doi:10.1038/nature12441|pubmed:23934108|imex:IM-21524	intact-miscore:0.98	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:Q02750	BRAF	MAP2K1	psi-mi:"MI:0676"(tandem affinity purification)	psi-mi:"MI:0914"(association)	Gloeckner CJ. et al.(2007)	intact:EBI-1990362|pubmed:17979178|imex:IM-11897	intact-miscore:0.98	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P15056	MAP2K1	BRAF	psi-mi:"MI:0676"(tandem affinity purification)	psi-mi:"MI:0914"(association)	Gloeckner CJ. et al.(2007)	intact:EBI-1990362|pubmed:17979178|imex:IM-11897	intact-miscore:0.98	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:Q02750	BRAF	MAP2K1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Kennedy SA et al.(2019)	intact:EBI-22274189|pubmed:31980649|imex:IM-26434	intact-miscore:0.98	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:Q02750	BRAF	MAP2K1	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0915"(physical association)	Mo X. et al.(2022)	intact:EBI-32716907|doi:10.1016/j.cell.2022.04.014|pubmed:35512704|imex:IM-29493	intact-miscore:0.98	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:Q02750	BRAF	MAP2K1	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0914"(association)	Buljan M. et al.(2020)	intact:EBI-27101182|doi:10.1016/j.molcel.2020.07.001|pubmed:32707033|imex:IM-29257	intact-miscore:0.98	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P15056	MAP2K1	BRAF	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0914"(association)	Buljan M. et al.(2020)	intact:EBI-27101182|doi:10.1016/j.molcel.2020.07.001|pubmed:32707033|imex:IM-29257	intact-miscore:0.98	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:Q02750	BRAF	MAP2K1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Huttlin EL. et al.(2021)	intact:EBI-27103963|doi:10.1016/j.cell.2021.04.011|pubmed:33961781|imex:IM-29278	intact-miscore:0.98	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P15056	MAP2K1	BRAF	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Haling J.R. et al.(2014)	intact:EBI-9869880|pubmed:25155755|imex:IM-23303	intact-miscore:0.98	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:Q02750	BRAF	MAP2K1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Haling J.R. et al.(2014)	intact:EBI-9869880|pubmed:25155755|imex:IM-23303	intact-miscore:0.98	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P15056	MAP2K1	BRAF	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)	Haling J.R. et al.(2014)	intact:EBI-9869880|pubmed:25155755|imex:IM-23303	intact-miscore:0.98	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P27361	uniprotkb:P28482	MAPK3	MAPK1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Kennedy SA et al.(2019)	intact:EBI-22274189|pubmed:31980649|imex:IM-26434	intact-miscore:0.77	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P27361	uniprotkb:P28482	MAPK3	MAPK1	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0914"(association)	Buljan M. et al.(2020)	intact:EBI-27101182|doi:10.1016/j.molcel.2020.07.001|pubmed:32707033|imex:IM-29257	intact-miscore:0.77	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P28482	uniprotkb:P27361	MAPK1	MAPK3	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Huttlin EL. et al.(2021)	intact:EBI-27103963|doi:10.1016/j.cell.2021.04.011|pubmed:33961781|imex:IM-29278	intact-miscore:0.77	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P27361	uniprotkb:P28482	MAPK3	MAPK1	psi-mi:"MI:0676"(tandem affinity purification)	psi-mi:"MI:0914"(association)	Varjosalo M. et al.(2013)	intact:EBI-6380062|pubmed:23602568|imex:IM-17935	intact-miscore:0.77	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P28482	uniprotkb:P27361	MAPK1	MAPK3	psi-mi:"MI:0676"(tandem affinity purification)	psi-mi:"MI:0914"(association)	Varjosalo M. et al.(2013)	intact:EBI-6380062|pubmed:23602568|imex:IM-17935	intact-miscore:0.77	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P10398	uniprotkb:Q59GN2	ARAF	RPL39P5	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	So J. et al.(2015)	intact:EBI-10054708|pubmed:25852190|imex:IM-23674	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P10398	uniprotkb:O95848	ARAF	NUDT14	psi-mi:"MI:0018"(two hybrid)	psi-mi:"MI:0915"(physical association)	Yuryev A. et al.(2003)	intact:EBI-1990872|mint:MINT-5216198|pubmed:12620389	intact-miscore:0.37	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P15056	RAF1	BRAF	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Hatzivassiliou G. et al.(2013)	intact:EBI-16068507|doi:10.1038/nature12441|pubmed:23934108|imex:IM-21524	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P04049	BRAF	RAF1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Hatzivassiliou G. et al.(2013)	intact:EBI-16068507|doi:10.1038/nature12441|pubmed:23934108|imex:IM-21524	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P04049	BRAF	RAF1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Hatzivassiliou G. et al.(2013)	intact:EBI-16068507|doi:10.1038/nature12441|pubmed:23934108|imex:IM-21524	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P15056	RAF1	BRAF	psi-mi:"MI:0892"(solid phase assay)	psi-mi:"MI:0915"(physical association)	Zhang C. et al.(2015)	intact:EBI-16181461|doi:10.1038/nature14982|pubmed:26466569|imex:IM-24911	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P15056	RAF1	BRAF	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0407"(direct interaction)	Hatzivassiliou G. et al.(2010)	intact:EBI-15830286|doi:10.1038/nature08833|pubmed:20130576|imex:IM-15208	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P15056	RAF1	BRAF	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Hatzivassiliou G. et al.(2010)	intact:EBI-15830286|doi:10.1038/nature08833|pubmed:20130576|imex:IM-15208	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P15056	RAF1	BRAF	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Hatzivassiliou G. et al.(2010)	intact:EBI-15830286|doi:10.1038/nature08833|pubmed:20130576|imex:IM-15208	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P04049	BRAF	RAF1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Hatzivassiliou G. et al.(2010)	intact:EBI-15830286|doi:10.1038/nature08833|pubmed:20130576|imex:IM-15208	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P04049	BRAF	RAF1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Hatzivassiliou G. et al.(2010)	intact:EBI-15830286|doi:10.1038/nature08833|pubmed:20130576|imex:IM-15208	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P04049	BRAF	RAF1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Heidorn SJ. et al.(2010)	intact:EBI-2637307|pubmed:20141835|imex:IM-13593	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P04049	BRAF	RAF1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Heidorn SJ. et al.(2010)	intact:EBI-2637307|pubmed:20141835|imex:IM-13593	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P04049	BRAF	RAF1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Heidorn SJ. et al.(2010)	intact:EBI-2637307|pubmed:20141835|imex:IM-13593	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P15056	RAF1	BRAF	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Heidorn SJ. et al.(2010)	intact:EBI-2637307|pubmed:20141835|imex:IM-13593	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P15056	RAF1	BRAF	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Heidorn SJ. et al.(2010)	intact:EBI-2637307|pubmed:20141835|imex:IM-13593	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P15056	RAF1	BRAF	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Heidorn SJ. et al.(2010)	intact:EBI-2637307|pubmed:20141835|imex:IM-13593	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P04049	BRAF	RAF1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Heidorn SJ. et al.(2010)	intact:EBI-2637307|pubmed:20141835|imex:IM-13593	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P15056	RAF1	BRAF	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Heidorn SJ. et al.(2010)	intact:EBI-2637307|pubmed:20141835|imex:IM-13593	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P15056	RAF1	BRAF	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Heidorn SJ. et al.(2010)	intact:EBI-2637307|pubmed:20141835|imex:IM-13593	intact-miscore:0.97	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
