diseaseName	diseaseUMLSCUI	source	numGenesAssociatedToDisease	intersection	intersectionSize	geneRatio	bgRatio	pvalue	totalGenesSource	p_adjusted	query	bait	method	type
Multiple Myeloma	C0026764	CURATED	146	MTR,LIG4,SGK1	3	3/269	3/14132	0.769862059419143	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Craniofacial Abnormalities	C0376634	CURATED	150	COL11A1,TRIM37,LRP2	3	3/269	3/14132	0.782694086880406	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Seizures	C0036572	CURATED	308	EEF1B2,ALG11,YWHAG,AFG2B,NR2F1	5	5/269	5/14132	0.841720886089834	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Intellectual Disability	C3714756	CURATED	694	USP9X,MTR,HUWE1,ASPM,EEF1B2,GDI1,YWHAG,LRP2,NAA15,CHAF1B,FTSJ1	11	11/269	11/14132	0.856597428052778	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Autism Spectrum Disorders	C1510586	CURATED	572	MTR,HUWE1,NR2F1,THBS1,SLC19A1,NAA15,DHCR24,MAP2K1,FTSJ1	9	9/269	9/14132	0.857262830936139	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Optic Atrophy	C0029124	CURATED	189	TUBGCP6,NR2F1,MFSD8	3	3/269	3/14132	0.878219085876286	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Neoplastic Syndromes, Hereditary	C0027672	CURATED	190	DICER1,AIP,PRKAR1A	3	3/269	3/14132	0.88006369540298	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Retinal Dystrophies	C0854723	CURATED	405	TUBGCP6,COL11A1,MFSD8,LRP2,SLC19A1,NR2F1	6	6/269	6/14132	0.888304213990052	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Depressive disorder	C0011581	CURATED	272	FKBP5,NTS,STIP1,MTR	4	4/269	4/14132	0.894115791582975	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Bladder Neoplasm	C0005695	CURATED	206	SLC19A1,MTR,TMEFF2	3	3/269	3/14132	0.906278426161068	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Microcephaly (physical finding)	C4551563	CURATED	357	YWHAG,MCM4,TUBGCP6,ASPM,AFG2B	5	5/269	5/14132	0.911833452836054	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Malignant neoplasm of urinary bladder	C0005684	CURATED	218	SLC19A1,MTR,TMEFF2	3	3/269	3/14132	0.922323088164345	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Retinitis Pigmentosa	C0035334	CURATED	235	SLC19A1,P3H2,MFSD8	3	3/269	3/14132	0.940685684199801	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Colorectal Carcinoma	C0009402	CURATED	473	GDAP1L1,IRS4,PER1,LRP2,ZNF480,NAMPT	6	6/269	6/14132	0.949530149751352	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Schizophrenia	C0036341	CURATED	1047	THBS1,IPO5,NTS,CHGA,YWHAE,DHCR24,SIRT1,PTPRZ1,LRP2,MTR,DLGAP2,LSAMP,PLCB1,DICER1	14	14/269	14/14132	0.966271181221492	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Non-Small Cell Lung Carcinoma	C0007131	CURATED	276	MAP2K1,CHGA,KDM2A	3	3/269	3/14132	0.969524016226227	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Alcoholic Intoxication, Chronic	C0001973	CURATED	279	FKBP5,PIK3R1,NTS	3	3/269	3/14132	0.970995442365372	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Mental Depression	C0011570	CURATED	283	MTR,NTS,FKBP5	3	3/269	3/14132	0.972851440278877	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Hypertensive disease	C0020538	CURATED	301	SGK1,CHGA,MTR	3	3/269	3/14132	0.979879456103045	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Liver carcinoma	C2239176	CURATED	646	PKM,SLIT2,ASPM,CCN1,PBK,DICER1,CHAF1B	7	7/269	7/14132	0.985563968899759	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Myocardial Ischemia	C0151744	CURATED	338	KITLG,PSMB5,P4HB	3	3/269	3/14132	0.989232181756108	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Malignant neoplasm of breast	C0006142	CURATED	744	UBR5,FBXO8,P3H2,ZNHIT2,PLCB1,COL11A1,PER1,UBR4	8	8/269	8/14132	0.989329854929193	14132	0.989329854929193	combined_ArafD447A	ArafD447A	combined	Inactive
Costello syndrome (disorder)	C0587248	CURATED	13	MAP2K1,MAP2K2,RAF1,BRAF,HRAS,KRAS	6	6/139	6/14132	1.0346632808268e-07	14132	6.46692371943936e-06	combined_BrafD594N	BrafD594N	combined	Inactive
Cardio-facio-cutaneous syndrome	C1275081	CURATED	14	KRAS,BRAF,MAP2K1,HRAS,MAP2K2,RAF1	6	6/139	6/14132	1.59677128875046e-07	14132	6.46692371943936e-06	combined_BrafD594N	BrafD594N	combined	Inactive
Noonan Syndrome 1	C4551602	CURATED	21	KRAS,HRAS,BRAF,MAP2K1,MAP2K2,RAF1	6	6/139	6/14132	1.53548430394396e-06	14132	4.14580762064869e-05	combined_BrafD594N	BrafD594N	combined	Inactive
Noonan syndrome and Noonan-related syndrome	C5681679	CURATED	25	HRAS,MAP2K1,BRAF,MAP2K2,KRAS,RAF1	6	6/139	6/14132	3.88416257062941e-06	14132	7.86542920552456e-05	combined_BrafD594N	BrafD594N	combined	Inactive
RASopathy	C5555857	CURATED	32	KRAS,HRAS,MAP2K1,BRAF,MAP2K2,RAF1	6	6/139	6/14132	1.39294969659473e-05	14132	0.000225657850848346	combined_BrafD594N	BrafD594N	combined	Inactive
Noonan Syndrome	C0028326	CURATED	35	KRAS,HRAS,MAP2K2,RAF1,BRAF,MAP2K1	6	6/139	6/14132	2.19295524034478e-05	14132	0.000296048957446545	combined_BrafD594N	BrafD594N	combined	Inactive
LEOPARD Syndrome	C0175704	CURATED	9	MAP2K1,RAF1,MAP2K2,BRAF	4	4/139	4/14132	7.49058316196894e-05	14132	0.000866767480170692	combined_BrafD594N	BrafD594N	combined	Inactive
Vascular anomaly	C0158570	CURATED	14	HRAS,KRAS,BRAF,MAP2K1	4	4/139	4/14132	0.000313082726031021	14132	0.00316996260106409	combined_BrafD594N	BrafD594N	combined	Inactive
Pilomyxoid astrocytoma	C1519086	CURATED	7	BRAF,RAF1,KRAS	3	3/139	3/14132	0.00195288502908483	14132	0.0172125874251752	combined_BrafD594N	BrafD594N	combined	Inactive
Prostatic Neoplasms	C0033578	CURATED	660	SDF2L1,HRAS,HSP90AB1,ID3,SELENOS,RAF1,ETV4,SESN3,CD44,KRAS,MAP2K2,TGFB1,CSRP1,TMEFF2,MAP2K1,BRAF	16	16/139	16/14132	0.0021250107932315	14132	0.0172125874251752	combined_BrafD594N	BrafD594N	combined	Inactive
GIANT PIGMENTED HAIRY NEVUS	C1842036	CURATED	8	BRAF,RAF1,HRAS	3	3/139	3/14132	0.00258708018461748	14132	0.017462791246168	combined_BrafD594N	BrafD594N	combined	Inactive
NOONAN SYNDROME 3	C1860991	CURATED	8	KRAS,RAF1,HRAS	3	3/139	3/14132	0.00258708018461748	14132	0.017462791246168	combined_BrafD594N	BrafD594N	combined	Inactive
PROSTATE CANCER, HEREDITARY, 1	C4722327	CURATED	10	BRAF,HRAS,KRAS	3	3/139	3/14132	0.00410449590367845	14132	0.0255741667844581	combined_BrafD594N	BrafD594N	combined	Inactive
Carcinoma	C0007097	CURATED	163	KRAS,SGK1,YWHAZ,ID3,VAMP8,HRAS,TGFB1	7	7/139	7/14132	0.00547129309891583	14132	0.0276984213132614	combined_BrafD594N	BrafD594N	combined	Inactive
Malignant epithelioma	C0553707	CURATED	163	ID3,HRAS,KRAS,TGFB1,YWHAZ,VAMP8,SGK1	7	7/139	7/14132	0.00547129309891583	14132	0.0276984213132614	combined_BrafD594N	BrafD594N	combined	Inactive
Epithelioma	C1368683	CURATED	163	ID3,VAMP8,HRAS,KRAS,TGFB1,YWHAZ,SGK1	7	7/139	7/14132	0.00547129309891583	14132	0.0276984213132614	combined_BrafD594N	BrafD594N	combined	Inactive
Glioma	C0017638	CURATED	109	BRAF,MAP2K1,HRAS,RAF1,CHAF1A	5	5/139	5/14132	0.0225480605837178	14132	0.0981319463224123	combined_BrafD594N	BrafD594N	combined	Inactive
Adenocarcinoma of lung (disorder)	C0152013	CURATED	286	ATP5PD,MAP2K1,SFN,KSR2,RAF1,BRAF,KRAS,HRAS	8	8/139	8/14132	0.0229858085566828	14132	0.0981319463224123	combined_BrafD594N	BrafD594N	combined	Inactive
Malignant Glioma	C0555198	CURATED	112	RAF1,HRAS,BRAF,MAP2K1,CHAF1A	5	5/139	5/14132	0.0246176352272204	14132	0.0981319463224123	combined_BrafD594N	BrafD594N	combined	Inactive
Mood Disorders	C0525045	CURATED	168	HCN4,FKBP5,NTS,TGFB1,HSP90AA1,SIRT2	6	6/139	6/14132	0.0251781082255352	14132	0.0981319463224123	combined_BrafD594N	BrafD594N	combined	Inactive
Major Depressive Disorder	C1269683	CURATED	229	HSP90AA1,PSMB4,MAP2K1,SGK1,FKBP4,NEFL,FKBP5	7	7/139	7/14132	0.0256830368443558	14132	0.0981319463224123	combined_BrafD594N	BrafD594N	combined	Inactive
Unipolar Depression	C0041696	CURATED	231	SGK1,HSP90AA1,PSMB4,FKBP4,FKBP5,NEFL,MAP2K1	7	7/139	7/14132	0.0266531212233712	14132	0.0981319463224123	combined_BrafD594N	BrafD594N	combined	Inactive
Osteoarthrosis, localized, not specified whether primary or secondary	C0157946	CURATED	117	P3H3,TGFB1,TFPI2,PLOD2,YWHAQ	5	5/139	5/14132	0.0283149882960152	14132	0.0997180022598795	combined_BrafD594N	BrafD594N	combined	Inactive
Differentiated Thyroid Gland Carcinoma	C1337013	CURATED	29	BRAF,KRAS,HRAS	3	3/139	3/14132	0.0327919717775992	14132	0.110672904749397	combined_BrafD594N	BrafD594N	combined	Inactive
Neuroblastoma	C0027819	CURATED	75	CHAF1A,HRAS,CD44,KRAS	4	4/139	4/14132	0.0376385507163301	14132	0.121948904320909	combined_BrafD594N	BrafD594N	combined	Inactive
Non-Small Cell Adenocarcinoma	C1335060	CURATED	197	ATP5PD,SFN,HRAS,MAP2K1,BRAF,KRAS	6	6/139	6/14132	0.0451261831899691	14132	0.140585416861058	combined_BrafD594N	BrafD594N	combined	Inactive
Non-Small Cell Lung Carcinoma	C0007131	CURATED	276	MAP2K1,KRAS,HRAS,BRAF,KDM2A,RAF1,SELENOS	7	7/139	7/14132	0.0551770107517463	14132	0.165531032255239	combined_BrafD594N	BrafD594N	combined	Inactive
Colorectal Neoplasms	C0009404	CURATED	363	KDM2A,KRAS,TGFB1,ABCB11,FADS2,NT5C,BRAF,TFPI2	8	8/139	8/14132	0.0673280136718155	14132	0.194770325264895	combined_BrafD594N	BrafD594N	combined	Inactive
Thyroid Neoplasm	C0040136	CURATED	45	BRAF,HRAS,KRAS	3	3/139	3/14132	0.0722826678033928	14132	0.201892968692235	combined_BrafD594N	BrafD594N	combined	Inactive
Liver Cirrhosis	C0023890	CURATED	164	TGFB1,LGALS3BP,ABCB11,PLOD2,TUG1	5	5/139	5/14132	0.0785348492820895	14132	0.212044093061642	combined_BrafD594N	BrafD594N	combined	Inactive
Mouth Neoplasms	C0026640	CURATED	52	SFN,HRAS,KRAS	3	3/139	3/14132	0.092671235444609	14132	0.230321247882788	combined_BrafD594N	BrafD594N	combined	Inactive
melanoma	C0025202	CURATED	250	TFPI2,MAP2K2,BRAF,HRAS,USP6NL,MAP2K1	6	6/139	6/14132	0.100607183486613	14132	0.230321247882788	combined_BrafD594N	BrafD594N	combined	Inactive
Bipolar Disorder	C0005586	CURATED	483	CSRP1,FKBP5,TGFB1,NEFL,FADS2,HSPA5,YWHAZ,YWHAE,YWHAH	9	9/139	9/14132	0.103933973488766	14132	0.230321247882788	combined_BrafD594N	BrafD594N	combined	Inactive
Liver carcinoma	C2239176	CURATED	646	BRAF,TFPI2,ASPM,SFN,TGFB1,ORC1,KRAS,ATP5PD,HRAS,HSPA5,CHAF1B	11	11/139	11/14132	0.104342626176849	14132	0.230321247882788	combined_BrafD594N	BrafD594N	combined	Inactive
Carcinoma, Transitional Cell	C0007138	CURATED	56	CD44,SFN,HRAS	3	3/139	3/14132	0.104982570377213	14132	0.230321247882788	combined_BrafD594N	BrafD594N	combined	Inactive
Transitional Cell Neoplasm	C0334265	CURATED	56	CD44,SFN,HRAS	3	3/139	3/14132	0.104982570377213	14132	0.230321247882788	combined_BrafD594N	BrafD594N	combined	Inactive
Familial thoracic aortic aneurysm and aortic dissection	C4707243	CURATED	60	HCN4,MAT2A,PLOD1	3	3/139	3/14132	0.117706918472756	14132	0.230321247882788	combined_BrafD594N	BrafD594N	combined	Inactive
Pancreatic Neoplasm	C0030297	CURATED	191	BRAF,TFPI2,CD44,TGFB1,KRAS	5	5/139	5/14132	0.11942583223552	14132	0.230321247882788	combined_BrafD594N	BrafD594N	combined	Inactive
malignant neoplasm of head of pancreas	C0153458	CURATED	191	BRAF,TGFB1,TFPI2,KRAS,CD44	5	5/139	5/14132	0.11942583223552	14132	0.230321247882788	combined_BrafD594N	BrafD594N	combined	Inactive
Malignant neoplasm of body of pancreas	C0153459	CURATED	191	BRAF,TFPI2,KRAS,CD44,TGFB1	5	5/139	5/14132	0.11942583223552	14132	0.230321247882788	combined_BrafD594N	BrafD594N	combined	Inactive
Malignant neoplasm of tail of pancreas	C0153460	CURATED	191	TGFB1,CD44,TFPI2,BRAF,KRAS	5	5/139	5/14132	0.11942583223552	14132	0.230321247882788	combined_BrafD594N	BrafD594N	combined	Inactive
Malignant neoplasm of other specified sites of pancreas	C0153463	CURATED	191	KRAS,BRAF,CD44,TGFB1,TFPI2	5	5/139	5/14132	0.11942583223552	14132	0.230321247882788	combined_BrafD594N	BrafD594N	combined	Inactive
Malignant Squamous Cell Neoplasm	C0751688	CURATED	124	TGFB1,SFN,HRAS,KRAS	4	4/139	4/14132	0.123181057331316	14132	0.232038735903177	combined_BrafD594N	BrafD594N	combined	Inactive
Lung Neoplasms	C0024121	CURATED	269	TGFB1,KRAS,BRAF,HRAS,ID3,RAF1	6	6/139	6/14132	0.126258588230924	14132	0.232430582879655	combined_BrafD594N	BrafD594N	combined	Inactive
HIV Infections	C0019693	CURATED	127	HSP90AA1,HSP90AB1,PSMB4,PSMC5	4	4/139	4/14132	0.129736143716919	14132	0.233525058690454	combined_BrafD594N	BrafD594N	combined	Inactive
Squamous cell carcinoma of lung	C0149782	CURATED	67	KRAS,MAP2K1,HRAS	3	3/139	3/14132	0.140819879987642	14132	0.247965440847805	combined_BrafD594N	BrafD594N	combined	Inactive
Leukemia, Myelocytic, Acute	C0023467	CURATED	210	SPRY4,TFPI2,KRAS,SGK1,CD44	5	5/139	5/14132	0.152701074313044	14132	0.263165681262906	combined_BrafD594N	BrafD594N	combined	Inactive
Liver neoplasms	C0023903	CURATED	146	HRAS,RAF1,BRAF,KRAS	4	4/139	4/14132	0.17385073400181	14132	0.287385907227482	combined_BrafD594N	BrafD594N	combined	Inactive
Multiple Myeloma	C0026764	CURATED	146	BRAF,KRAS,SGK1,TGFB1	4	4/139	4/14132	0.17385073400181	14132	0.287385907227482	combined_BrafD594N	BrafD594N	combined	Inactive
Squamous cell carcinoma	C0007137	CURATED	150	TGFB1,SFN,KRAS,HRAS	4	4/139	4/14132	0.183631791448337	14132	0.297483502146307	combined_BrafD594N	BrafD594N	combined	Inactive
Malignant neoplasm of upper lobe, bronchus or lung	C0024624	CURATED	87	KRAS,MAT2A,BRAF	3	3/139	3/14132	0.210921811140599	14132	0.315941109422988	combined_BrafD594N	BrafD594N	combined	Inactive
Malignant neoplasm of middle lobe, bronchus or lung	C0153491	CURATED	87	KRAS,MAT2A,BRAF	3	3/139	3/14132	0.210921811140599	14132	0.315941109422988	combined_BrafD594N	BrafD594N	combined	Inactive
Malignant neoplasm of lower lobe, bronchus or lung	C0153492	CURATED	87	KRAS,MAT2A,BRAF	3	3/139	3/14132	0.210921811140599	14132	0.315941109422988	combined_BrafD594N	BrafD594N	combined	Inactive
Malignant neoplasm of other parts of bronchus or lung	C0153493	CURATED	87	KRAS,MAT2A,BRAF	3	3/139	3/14132	0.210921811140599	14132	0.315941109422988	combined_BrafD594N	BrafD594N	combined	Inactive
Adenocarcinoma of large intestine (disorder)	C1319315	CURATED	88	ARAF,CD44,BRAF	3	3/139	3/14132	0.214527913805733	14132	0.315941109422988	combined_BrafD594N	BrafD594N	combined	Inactive
Adenoid Cystic Carcinoma	C0010606	CURATED	97	HRAS,ASPM,MAP2K2	3	3/139	3/14132	0.24719337547076	14132	0.357547560948778	combined_BrafD594N	BrafD594N	combined	Inactive
Mammary Neoplasms	C1458155	CURATED	524	RAF1,TFPI2,EEF1B2,ETV4,HRAS,ARAF,KRAS,HSP90AA1	8	8/139	8/14132	0.257547302142602	14132	0.364160856291543	combined_BrafD594N	BrafD594N	combined	Inactive
Renal Cell Carcinoma	C0007134	CURATED	180	MAP2K1,C4A,CUL7,TGFB1	4	4/139	4/14132	0.260757156356907	14132	0.364160856291543	combined_BrafD594N	BrafD594N	combined	Inactive
Adenocarcinoma	C0001418	CURATED	121	ID3,TGFB1,KRAS	3	3/139	3/14132	0.334424009323658	14132	0.459124487376547	combined_BrafD594N	BrafD594N	combined	Inactive
Hereditary Breast and Ovarian Cancer Syndrome	C0677776	CURATED	158	ID3,KRAS,EYA2	3	3/139	3/14132	0.462012878812258	14132	0.623717386396548	combined_BrafD594N	BrafD594N	combined	Inactive
Short stature	C0349588	CURATED	162	CUL7,WDR6,MAP2K2	3	3/139	3/14132	0.47498111143624	14132	0.628919051617734	combined_BrafD594N	BrafD594N	combined	Inactive
Hypertrophic Cardiomyopathy	C0007194	CURATED	164	RAF1,BRAF,HCN4	3	3/139	3/14132	0.481394829633327	14132	0.628919051617734	combined_BrafD594N	BrafD594N	combined	Inactive
Depressive disorder	C0011581	CURATED	272	FKBP5,NTS,TGFB1,TWNK	4	4/139	4/14132	0.502742851210138	14132	0.646383665841606	combined_BrafD594N	BrafD594N	combined	Inactive
Intellectual Disability	C3714756	CURATED	694	BRAF,ASPM,EEF1B2,YWHAG,HRAS,OPHN1,CHAF1B,FTSJ1	8	8/139	8/14132	0.527842768926681	14132	0.66805100442283	combined_BrafD594N	BrafD594N	combined	Inactive
Bladder Neoplasm	C0005695	CURATED	206	KRAS,HRAS,TMEFF2	3	3/139	3/14132	0.604392156977025	14132	0.753165611002139	combined_BrafD594N	BrafD594N	combined	Inactive
Malignant neoplasm of urinary bladder	C0005684	CURATED	218	HRAS,TMEFF2,KRAS	3	3/139	3/14132	0.635268201047339	14132	0.779647337649007	combined_BrafD594N	BrafD594N	combined	Inactive
Stomach Neoplasms	C0038356	CURATED	349	KRAS,CD44,FOSL1,HRAS	4	4/139	4/14132	0.671272974147036	14132	0.811538968744925	combined_BrafD594N	BrafD594N	combined	Inactive
Cardiomyopathy, Dilated	C0007193	CURATED	259	HCN4,RAF1,BRAF	3	3/139	3/14132	0.726673179523514	14132	0.86559599325595	combined_BrafD594N	BrafD594N	combined	Inactive
Hypertensive disease	C0020538	CURATED	301	SGK1,KSR2,TGFB1	3	3/139	3/14132	0.799584637571418	14132	0.937196746428734	combined_BrafD594N	BrafD594N	combined	Inactive
Seizures	C0036572	CURATED	308	EEF1B2,OPHN1,YWHAG	3	3/139	3/14132	0.809923114197672	14132	0.937196746428734	combined_BrafD594N	BrafD594N	combined	Inactive
Colorectal Carcinoma	C0009402	CURATED	473	KRAS,BRAF,PSMC5,ZNF480	4	4/139	4/14132	0.848809609510819	14132	0.954243172075923	combined_BrafD594N	BrafD594N	combined	Inactive
Myocardial Ischemia	C0151744	CURATED	338	MAT2A,VAMP8,ID3	3	3/139	3/14132	0.849065881421056	14132	0.954243172075923	combined_BrafD594N	BrafD594N	combined	Inactive
Microcephaly (physical finding)	C4551563	CURATED	357	YWHAG,ASPM,FRMD4A	3	3/139	3/14132	0.869938209149708	14132	0.954243172075923	combined_BrafD594N	BrafD594N	combined	Inactive
Malignant neoplasm of prostate	C0376358	CURATED	629	CD44,RPUSD1,FBH1,CHAF1B,TMEFF2	5	5/139	5/14132	0.87177771276072	14132	0.954243172075923	combined_BrafD594N	BrafD594N	combined	Inactive
Chemical and Drug Induced Liver Injury	C4277682	CURATED	374	OCIAD1,HSPA5,FADS2	3	3/139	3/14132	0.886346284714069	14132	0.957253987491194	combined_BrafD594N	BrafD594N	combined	Inactive
Global developmental delay	C0557874	CURATED	388	EEF1B2,CHAF1B,BRAF	3	3/139	3/14132	0.898406860050029	14132	0.957512574527005	combined_BrafD594N	BrafD594N	combined	Inactive
Autistic Disorder	C0004352	CURATED	433	KSR2,CUL7,HRAS	3	3/139	3/14132	0.929607261369829	14132	0.975317133907397	combined_BrafD594N	BrafD594N	combined	Inactive
Malignant neoplasm of breast	C0006142	CURATED	744	KRAS,TGFB1,PLOD1,GGA3,SLC25A51	5	5/139	5/14132	0.939194277096012	14132	0.975317133907397	combined_BrafD594N	BrafD594N	combined	Inactive
Autism Spectrum Disorders	C1510586	CURATED	572	OPHN1,MAP2K1,FTSJ1	3	3/139	3/14132	0.978441703914765	14132	0.99128973335763	combined_BrafD594N	BrafD594N	combined	Inactive
Schizophrenia	C0036341	CURATED	1047	NEFL,NTS,TGFB1,YWHAE,CRMP1,FADS2	6	6/139	6/14132	0.979953122916838	14132	0.99128973335763	combined_BrafD594N	BrafD594N	combined	Inactive
Neurodevelopmental Disorders	C1535926	CURATED	674	PSMC5,EEF1B2,KDM2A	3	3/139	3/14132	0.99128973335763	14132	0.99128973335763	combined_BrafD594N	BrafD594N	combined	Inactive
Cholestasis, Extrahepatic	C0005398	CURATED	33	MAPK1,MAPK3,MAPK8,TIMP1,TGFB1	5	5/112	5/14132	0.000128122494790359	14132	0.00589363476035652	combined_ERK1DD	ERK1DD	combined	Active
Trigeminal Neuralgia	C0040997	CURATED	12	MAPK8,MAPK3,MAPK1	3	3/112	3/14132	0.0039009606803943	14132	0.0703254729939155	combined_ERK1DD	ERK1DD	combined	Active
Specific learning disability	C4025790	CURATED	13	RPS6KA3,ADGRL1,MAPK1	3	3/112	3/14132	0.00458644389090753	14132	0.0703254729939155	combined_ERK1DD	ERK1DD	combined	Active
Mitral Valve Prolapse Syndrome	C0026267	CURATED	23	TRPS1,MAP2K2,RPS6KA3	3	3/112	3/14132	0.0141291637318243	14132	0.16248538291598	combined_ERK1DD	ERK1DD	combined	Active
Neoplasm Invasiveness	C0027626	CURATED	198	PDCD4,TGFB1,MAPK1,MAPK3,TIMP1,RPS6KA3	6	6/112	6/14132	0.0206321229538004	14132	0.17382395267887	combined_ERK1DD	ERK1DD	combined	Active
Adenocarcinoma of colon	C0338106	CURATED	31	MAPK1,MAPK3,TGFB1	3	3/112	3/14132	0.0249253229727926	14132	0.17382395267887	combined_ERK1DD	ERK1DD	combined	Active
Sepsis	C0243026	CURATED	32	MAPK1,MAPK3,TGFB1	3	3/112	3/14132	0.0264514710598281	14132	0.17382395267887	combined_ERK1DD	ERK1DD	combined	Active
Cocaine-Related Disorders	C0236736	CURATED	112	MAPK3,ILK,RPS6KA5,MAPK1	4	4/112	4/14132	0.0593962891162355	14132	0.341528662418354	combined_ERK1DD	ERK1DD	combined	Active
Pulmonary Hypertension	C0020542	CURATED	63	MAPK1,MAPK3,TGFB1	3	3/112	3/14132	0.089036668382931	14132	0.455076305068314	combined_ERK1DD	ERK1DD	combined	Active
Nonorganic psychosis	C0349204	CURATED	69	FKBP5,MEF2A,TGFB1	3	3/112	3/14132	0.103794615599449	14132	0.470084972541886	combined_ERK1DD	ERK1DD	combined	Active
Mood Disorders	C0525045	CURATED	168	HCN4,FKBP5,TGFB1,HSP90AA1	4	4/112	4/14132	0.148610093301806	14132	0.470084972541886	combined_ERK1DD	ERK1DD	combined	Active
Hyperalgesia	C0020429	CURATED	87	MAPK1,MAPK3,MAPK8	3	3/112	3/14132	0.151389307304866	14132	0.470084972541886	combined_ERK1DD	ERK1DD	combined	Active
Adenocarcinoma of large intestine (disorder)	C1319315	CURATED	88	MAPK3,RPS6KA2,MAPK1	3	3/112	3/14132	0.154149262259568	14132	0.470084972541886	combined_ERK1DD	ERK1DD	combined	Active
Psychotic Disorders	C0033975	CURATED	89	MEF2A,TGFB1,FKBP5	3	3/112	3/14132	0.156919074938453	14132	0.470084972541886	combined_ERK1DD	ERK1DD	combined	Active
Lung Neoplasms	C0024121	CURATED	269	PDCD4,TGFB1,MAPK1,MAPK3,ID3	5	5/112	5/14132	0.165135125375453	14132	0.470084972541886	combined_ERK1DD	ERK1DD	combined	Active
Depressive disorder	C0011581	CURATED	272	MAPK8,SLC1A1,FKBP5,MAPK3,TGFB1	5	5/112	5/14132	0.169733519666974	14132	0.470084972541886	combined_ERK1DD	ERK1DD	combined	Active
Congenital heart disease	C0152021	CURATED	95	SOX7,RAI2,CSRP1	3	3/112	3/14132	0.173727055069827	14132	0.470084972541886	combined_ERK1DD	ERK1DD	combined	Active
Nerve Degeneration	C0027746	CURATED	105	MAPK3,MAPK1,SLC1A1	3	3/112	3/14132	0.202324489273435	14132	0.517051472587666	combined_ERK1DD	ERK1DD	combined	Active
Malignant Squamous Cell Neoplasm	C0751688	CURATED	124	MAPK1,MAPK3,TGFB1	3	3/112	3/14132	0.257818945191258	14132	0.543030751797719	combined_ERK1DD	ERK1DD	combined	Active
Major Depressive Disorder	C1269683	CURATED	229	HSP90AA1,PEA15,LSAMP,FKBP5	4	4/112	4/14132	0.272736815756185	14132	0.543030751797719	combined_ERK1DD	ERK1DD	combined	Active
Unipolar Depression	C0041696	CURATED	231	HSP90AA1,LSAMP,PEA15,FKBP5	4	4/112	4/14132	0.277038927401339	14132	0.543030751797719	combined_ERK1DD	ERK1DD	combined	Active
