Majority protein IDs	Gene_name_canonical	graph_localization_annotation	umap_1	umap_2	3D_umap_1	3D_umap_2	3D_umap_3
Q9Y2Z4;H0YHS6	YARS2	mitochondrion	-0.06052569	-5.330055	-1.1300445	5.5893793	8.801247
P58557;Q8TBC8	YBEY	mitochondrion	-1.5416777	-6.7153273	0.26719013	6.768508	7.8825526
A8K5H7;Q96TA2;Q96I63	YME1L1	mitochondrion	-0.2828721	-5.4019823	-0.95072615	5.673275	8.855884
A0A7P0N7C4;A0A024R418;P52746;A0A024R465;H7C414	ZNF142	mitochondrion	-2.1746078	-6.70829	0.9126549	6.704667	7.705763
A0A024RBS8	A0A024RBS8[p]	nucleus	-9.717414	-8.556503	5.1065187	8.047675	4.412839
A8K2F4	A8K2F4[p]	nucleus	-9.308411	-8.471402	4.9670625	8.111076	4.7695885
A8K3Y5	A8K3Y5[p]	nucleus	-9.804543	-8.682519	5.2064185	8.45866	4.3620276
A8K5B6	A8K5B6[p]	nucleus	-9.1731825	-8.396202	4.6421356	8.297775	4.722508
A8K5I9	A8K5I9[p]	nucleus	-10.094861	-8.582986	5.348942	8.207325	4.0987253
A0A590TQL1;Q96AP0;R4GNJ5	ACD	nucleus	-10.158455	-8.862055	5.332824	8.516249	4.025146
S4R3H4	ACIN1	nucleus	-8.353999	-10.545616	6.612513	9.547442	6.3651395
O96019;H7C5S0	ACTL6A	nucleus	-8.276114	-9.926557	6.132528	9.118607	6.2934976
Q9GZN1;F8W057;G3V1Y1;F8VSD1	ACTR6	nucleus	-9.098298	-9.388966	5.7314196	8.613006	5.2895646
P55265;A0A7P0Z4K3;A0A3B3ISU1;A0A3B3ISX1	ADAR	nucleus	-8.563009	-11.179993	6.882551	9.995412	6.163705
B2RBM8;Q9H2P0;A0A669KBJ7;A0A2R8Y6X0	ADNP	nucleus	-8.261898	-9.897571	6.298645	9.048673	6.334517
A0A024R377;Q6IQ32	ADNP2	nucleus	-9.84306	-8.37964	4.999043	8.20548	4.3531823
Q6LA76;Q14C88;F5GXF9;P51825;B4DJU9	AF-4	nucleus	-9.047947	-8.476835	4.6770825	8.160952	4.914348
Q9UHB7	AFF4	nucleus	-9.306024	-9.173036	5.5291033	8.493725	4.924797
Q8WYP5;B3KTD2	AHCTF1	nucleus	-8.227225	-10.209623	6.407742	9.331242	6.4073033
Q5TGY3	AHDC1	nucleus	-9.164817	-8.501548	4.794875	8.23777	4.924355
A0A7P0T893;O43823;Q8NE02;Q9UG73	AKAP8	nucleus	-8.37194	-10.984975	6.6501317	9.982657	6.275492
Q9ULX6;A0A7P0TAE3;A0A7P0TAJ5	AKAP8L	nucleus	-9.58869	-12.570457	8.471114	10.136524	6.0470023
Q6NS38;F5H5X2;S4R3T5;F5GZZ0	ALKBH2	nucleus	-9.555146	-12.944043	8.69997	10.159691	6.314968
V9HWA7;Q15699	ALX1	nucleus	-9.242893	-8.390014	4.730311	8.422612	4.592878
Q96DE5;C5H3H2;A0A087WUN5	ANAPC16	nucleus	-9.665429	-9.264137	5.687825	8.3195305	4.6909637
Q9UJX5;B3KN47	ANAPC4	nucleus	-10.984557	-9.30819	6.020548	8.951779	3.5250454
Q6UB99	ANKRD11	nucleus	-9.6743355	-8.512209	5.005942	8.324292	4.4144397
G3V1C3;H0YER7	API5	nucleus	-9.870649	-8.421626	5.0671234	8.106363	4.3314023
A0A024R9L1;O60306;A8K6F0;B0AZM4	AQR	nucleus	-8.731536	-11.404383	7.1055865	10.122246	6.0372586
A0A0S2Q0B1;O14497;H0Y488;A0A1B0GTU5	ARID1A	nucleus	-8.615841	-9.539246	5.9087453	8.875159	5.9735136
A0A6Q8NVI4;A0A3F2YNW7;H0Y7H8;A0A1B0GVK1;A0A1B0GTJ8;A0A1B0GWJ2;A0A1B0GV63	ARID1B	nucleus	-9.46935	-8.519898	4.8995433	8.587968	4.5884013
Q99856	ARID3A	nucleus	-9.186401	-8.87081	5.234469	8.275279	4.949677
Q8IVW6;B4DQB0;B4DXL8	ARID3B	nucleus	-8.895311	-8.922094	5.4104176	8.325536	5.3389397
A0A024R657;P29374;A0A024R680;A0A024R6A2;H7C485	ARID4A	nucleus	-9.227497	-8.565703	4.84149	8.015453	4.7101455
Q4LE39;A0A024R3V1;X6RCR8	ARID4B	nucleus	-10.131563	-8.384863	5.618205	7.9688716	4.4194365
Q14865;A0A7P0TAD2	ARID5B	nucleus	-10.495888	-9.758084	6.3390517	8.93535	4.1535554
A0A7I2YQU9;A0A7I2V4K0;A0A7I2V4H9;Q9NR48;A0A7I2V542;A0A7I2V3D6;A0A7I2V316	ASH1L	nucleus	-9.613945	-8.309826	4.8182616	8.389857	4.2951436
Q9UBL3;A8K6T5	ASH2L	nucleus	-8.881866	-9.947377	6.1831183	9.128753	5.783178
Q8IXJ9;A0A2R8Y5U1;Q76L82;B3KVI8;A0A494C1R1	ASXL1	nucleus	-9.53068	-8.745621	5.257338	8.047199	4.6698713
B8XCX8;E7EWD6;Q76L83	ASXL2	nucleus	-9.446665	-8.885437	5.1589575	8.002263	4.718579
A0A024R9G7;Q6PL18	ATAD2	nucleus	-8.859013	-9.220682	5.611309	8.534049	5.510087
Q9ULI0	ATAD2B	nucleus	-10.453685	-9.254684	5.673145	8.892338	3.8332038
Q96QE3;A0A075B754;H0UIC2	ATAD5	nucleus	-9.426703	-8.923339	5.133578	8.454437	4.877165
F1JVV5;B2R8K4;P18846;F1JVV6	ATF1	nucleus	-9.855665	-8.932533	5.3419514	8.425423	4.3145943
P15336;B8ZZU6;A4D7U3;E9PBF9	ATF2	nucleus	-9.089274	-9.08699	5.471785	8.391896	4.9728603
Q5VTZ4;P18847;A0A0A0MRJ2;Q7Z567	ATF3	nucleus	-9.210436	-8.4393835	4.8117614	8.322456	4.709834
P17544;B2R8U0;K7ELQ4	ATF7	nucleus	-9.049533	-8.801283	5.059439	8.414799	5.050885
A0A024R3C7;Q13315	ATM	nucleus	-10.76854	-9.244139	5.9084535	9.016033	3.6059988
Q9Y6H3	ATP23	nucleus	-9.133891	-8.377519	4.710094	8.115002	4.819157
Q13535;A0A590UJ01	ATR	nucleus	-10.803818	-9.244651	5.8928547	9.0303	3.6415586
A0A096LNL9	ATRX	nucleus	-9.220478	-8.262409	4.536267	8.344193	4.5864916
A4LAA3;P46100	ATRX	nucleus	-8.707159	-9.50346	5.9509335	8.845816	5.866731
O15265;A0A2R8YDD6	ATXN7	nucleus	-9.368884	-8.245715	4.5765247	8.194457	4.635282
Q5T6C5	ATXN7L2	nucleus	-9.619897	-8.310824	4.814023	8.101244	4.449375
Q14CW9;K7EKG9;K7ENU1	ATXN7L3	nucleus	-9.5466	-8.414242	4.8007946	8.36742	4.482832
Q96GD4;J3KTD6;J3QLN8;J3QR41	AURKB	nucleus	-9.521752	-12.471313	8.281812	10.156676	6.1236467
B2RAV0	B2RAV0[p]	nucleus	-10.377956	-8.765904	5.4777813	8.351532	4.0603557
B3KQX0	B3KQX0[p]	nucleus	-9.228374	-8.427486	4.682985	8.185625	4.859842
B3KRJ9	B3KRJ9[p]	nucleus	-9.524444	-12.197007	8.031673	9.982797	5.987034
B4DLF8	B4DLF8[p]	nucleus	-9.52327	-8.336214	4.808182	8.369843	4.5433497
B4DN80	B4DN80[p]	nucleus	-8.989132	-10.828157	6.7314234	9.867336	5.636268
B4DVM9;B4DVX3	B4DVX3[p]	nucleus	-9.587216	-8.726115	5.164275	8.147525	4.5517445
B4DYZ1	B4DYZ1[p]	nucleus	-9.993251	-8.658195	5.584737	8.397835	4.3733115
Q9BPU9	B9D2	nucleus	-9.285886	-8.296973	4.6188593	8.3808775	4.744074
A0A024R9K2;Q8TBE0	BAHD1	nucleus	-9.608557	-8.360529	4.886206	8.22074	4.4455624
Q8N9N5;A0A0S2Z696;B4DE54;A0A0S2Z5M2;A0A0S2Z5G4;B3KM38;A0A0S2Z5C2	BANP	nucleus	-9.670205	-8.492084	5.0509934	8.3438225	4.594611
A0A024R305;Q92560;F8W6N3	BAP1	nucleus	-9.833488	-8.853143	5.12694	8.582479	4.353241
Q8IXM2	BAP18	nucleus	-8.845912	-9.152504	5.490817	8.483416	5.451997
B2RAM8;A0AVN2;Q99728;Q53F80;B4DX74;A0A087X2H0	BARD1	nucleus	-9.213485	-8.537791	4.813502	8.247107	4.77361
D3DS96;Q9NRL2	BAZ1A	nucleus	-8.265465	-9.991105	6.2952275	9.115398	6.4031615
Q9UIG0	BAZ1B	nucleus	-8.295372	-10.146193	6.3680096	9.244223	6.3532004
J3QK86;F8VU39;J3KPG5;Q9UIF9	BAZ2A	nucleus	-8.352097	-9.856051	6.1265817	9.078097	6.274438
H7C1I6	BAZ2B	nucleus	-9.380389	-8.460056	4.8113976	8.334419	4.673978
Q9UIF8;Q8NC87	BAZ2B	nucleus	-9.69988	-8.882097	5.265152	8.027131	4.539837
C9JA69	BBX	nucleus	-9.938865	-9.077236	5.592553	8.645279	4.3963695
Q8WY36;A8K6U2;Q9H6A7	BBX	nucleus	-9.256172	-8.337365	4.723093	8.41336	4.7601633
O75934;B2R7W3;Q53HE3	BCAS2	nucleus	-8.567223	-10.597856	6.3994226	9.6330595	5.8605833
D9YZW0;Q9H165;Q53TS1;B3KRW8;D9YZV9;B3KNX8	BCL11A	nucleus	-9.201463	-8.513798	4.7653728	8.326377	4.7292438
A0A7I2V383	BCL2L2-PABPN1	nucleus	-8.468145	-10.862171	6.512243	9.948705	6.016687
Q9BQE9;F2Z3H6	BCL7B	nucleus	-9.751155	-8.441489	5.192735	8.008249	4.5029573
Q8WUZ0;I3L1Q2	BCL7C	nucleus	-9.329114	-8.755982	5.0444703	8.482327	4.851902
E9PK91;E9PK09;E9PQN2;E9PKI6;Q6DCA8;A0A1W2PQ43	BCLAF1	nucleus	-8.289045	-10.691774	6.319423	9.936527	5.878369
Q9NYF8	BCLAF1	nucleus	-8.633755	-10.914134	6.736188	9.878204	6.0325165
H9A532;Q6W2J9;H7C231;H7BZ37;H7BYY2	BCOR	nucleus	-8.850442	-9.17632	5.5222797	8.495226	5.5069666
Q5H9F3;H7C4B2	BCORL1	nucleus	-9.779937	-8.764132	5.111225	8.49941	4.490967
Q86YA6	BCORL1	nucleus	-9.246542	-8.570163	4.835274	8.296329	4.943094
A0A0G2JNU3;A6H8Y1;B1WB49	BDP1	nucleus	-9.48707	-8.916604	4.9754777	8.574877	4.609867
Q5T5X7	BEND3	nucleus	-9.119935	-8.948171	5.1781325	8.403983	5.076478
Q9NZM4;A0A087WWH3	BICRA	nucleus	-9.228166	-8.354382	4.640969	8.331437	4.770997
Q6AI39;B7Z2G7	BICRAL	nucleus	-9.615242	-8.597861	5.0874724	8.140279	4.406405
A0A0B4J1S3;B7Z7B9;H3BLT4	BIRC5	nucleus	-9.909904	-8.638542	5.408999	8.364593	4.3610525
Q8NFC6	BOD1L1	nucleus	-9.7238455	-8.462464	4.8542185	8.189159	4.5049124
Q12830	BPTF	nucleus	-9.074215	-8.98468	5.2433386	8.425566	5.125533
Q5XLT4;P38398;A0A024R1Y0;A0A386INP3;A0A386INQ5;Q3LRH8;A0A386IN52;A0A386IN60;G8I0D8;A0A386IPK6;A0A386IN41;A0A386IQ66;A0A386IPW2;A0A024R1W0;A0A386INJ5;A0A024R1V8;A0A024R1Y1;Q5YLB2;A0A386IPL0;A0A7G8KP80;A0A649U8H0;A0A6G8IU30;A0A386IPB0;A0A6G8IU58;A0A386IPW4;A0A386IPY7;A0A386INP8;A0A386IN53;A0A386IQ64;Q7Z606	BRCA1	nucleus	-10.10434	-9.489129	5.8174725	8.939887	4.1714377
A0A024R4V5;B7Z926;Q9Y4Q3;B4DZC2	BRD1	nucleus	-9.173326	-8.517158	4.7983956	8.4409685	4.8330746
O95696;A0A024R4W4;B4DZ41	BRD1	nucleus	-9.200555	-8.436857	4.8192635	8.314405	4.6416364
P25440;A0A0G2JK44;A0A024RCR5;A0A140T9E9;H0Y6K2;A0A1U9X7A8;A0A1U9X7B4;A0A1U9X7B3;A0A1U9X7B8;A0A140T9V2;U3KQA6;A0A0G2JHL0;A0A140T9F7	BRD2	nucleus	-8.616213	-10.038653	6.126814	9.27761	5.9501486
A0A024R8H6;Q15059;A0A140F1N4;B4DS09	BRD3	nucleus	-9.224168	-8.949481	5.194474	8.375284	4.9578414
O60885;A0A024R7H8;Q6PIS5;Q6NXE4;Q05BM2;Q5BJ26;M0QZD9	BRD4	nucleus	-9.199801	-8.744744	5.0862126	8.400123	4.922074
B5MCW3;H7C179;H7C127;H7C128	BRD8	nucleus	-9.779045	-8.617449	5.2242484	8.020425	4.370231
Q9H8M2	BRD9	nucleus	-9.630321	-12.927971	8.804306	10.113132	6.1666026
Q9Y3T1;E9PJF5;H0YCF7;G5E9I4;Q9HCU9	BRMS1	nucleus	-9.75388	-8.497749	5.0555453	8.264394	4.409556
B3KU43;B4DLQ5;Q5PSV4;H0YHD0	BRMS1L	nucleus	-9.17898	-8.985871	5.297484	8.286613	5.0504303
A0A5F9ZH11;P55201;A0A5F9ZHW9;A0A5F9ZHX4	BRPF1	nucleus	-8.894189	-8.931258	5.3380814	8.404045	5.313128
Q9ULD4;A0A024RCX0;E9PI60;E9PSF3	BRPF3	nucleus	-9.292199	-8.4791765	4.815921	8.001387	4.7821817
Q9NSI6	BRWD1	nucleus	-9.269574	-8.446253	4.7454324	8.116063	4.724692
Q2M1V9;A0A0A0MTH9;O14981	BTAF1	nucleus	-8.981796	-9.197204	5.5839567	8.50566	5.3964763
P41223	BUD31	nucleus	-9.525916	-11.007599	7.342437	9.730585	5.3049364
Q8N9M1	C19orf47	nucleus	-10.138566	-8.581797	5.517258	8.2642765	4.364327
Q9BVC5;C9J4K0	C2orf49	nucleus	-10.131408	-8.581904	5.4535465	8.21643	4.3234057
A6NCS6	C2orf72	nucleus	-9.581696	-8.757431	4.9562416	8.478859	4.4075274
A0A0S2Z5Z5;A0A0S2Z6B3;Q5JPI3	C3orf38	nucleus	-9.310895	-9.2397375	5.6269965	8.548269	4.9477763
A0A087WWW8;A0A024R1E5;Q9Y6J0	CABIN1	nucleus	-9.241974	-8.3690815	4.746527	8.136397	4.6766777
Q8WUQ7;B4DSX7	CACTIN	nucleus	-9.667692	-12.437002	8.411888	9.922453	5.8565235
A0A384NY94;Q5T5Y3	CAMSAP1	nucleus	-10.674537	-9.310039	5.8577986	8.996916	3.6824362
Q8WXD9;D3DU87	CASKIN1	nucleus	-10.048929	-8.566418	5.401212	8.110238	4.234047
A7E2C0;Q9UKL3;A0A087WTW5	CASP8AP2	nucleus	-9.157684	-8.195932	4.5953636	8.270602	4.7632113
Q86V15;B3KRV8	CASZ1	nucleus	-9.413781	-8.580544	4.9002857	8.46882	4.70978
B2R5U7	CBF2	nucleus	-9.48352	-9.363881	5.2377415	8.779236	4.788532
Q6IBN6;P83916;J3KS05;B5MD17;K7ELA4	CBX1	nucleus	-8.369295	-10.194386	6.401529	9.286485	6.3029747
Q14781	CBX2	nucleus	-9.118719	-9.054145	5.2997108	8.467155	5.0954065
V9HWG0;P45973;Q6I9T7	CBX5	nucleus	-8.346773	-9.888526	6.2265315	9.052778	6.24248
Q9HC52;C9J6K3	CBX8	nucleus	-8.662414	-10.348552	6.7545614	9.369264	6.326556
H0Y941;A0A140T8Y7;Q9P2K1;A0A0J9YY35;A0A494C0X1	CC2D2A	nucleus	-10.176255	-9.12048	5.510378	8.7933	4.044037
Q8IX12;A0A0C4DGG8;F5H2E6;F5H1H2	CCAR1	nucleus	-8.060025	-10.993046	6.357736	10.284745	6.0522137
B3KTJ9;Q8N163;H0YB24	CCAR2	nucleus	-8.910375	-10.919634	6.8526044	9.878038	5.721379
Q9BWC9;K7EMI9	CCDC106	nucleus	-9.394025	-9.762537	5.764851	9.220915	4.9550304
J3KR35;Q8WUD4;C9JUN5;B4DZZ9;S4R331	CCDC12	nucleus	-8.604599	-11.011925	6.61499	10.108187	5.7310085
Q8IV32	CCDC71	nucleus	-10.02917	-8.277346	5.24848	8.450118	4.3771005
A0A2R8YEM2;P51946;A8K6Q5;Q59FW7;D6RHI7;D6RG18	CCNH	nucleus	-11.136732	-9.7818165	6.4557953	8.762848	3.4953432
Q8N1B3;D3DWU4;H7C3N1;K7EM37	CCNQ	nucleus	-9.968462	-8.341344	5.1550517	8.148745	4.4300494
A8K4M5;O60563	CCNT1	nucleus	-9.58864	-12.832023	8.660324	10.298864	6.178274
Q6IQ19	CCSAP	nucleus	-9.771225	-12.584319	8.60938	10.104577	5.923095
A0A024QZC1;O95400;Q5QTR6	CD2BP2	nucleus	-8.623999	-11.727079	7.385714	10.164641	6.2130947
A0A024RDZ2;Q13042;B2RCW0;Q5T8C6;A0A3B3ISD2	CDC16	nucleus	-9.491597	-12.303099	8.225919	10.028661	6.1358757
I3L3H6	CDC27	nucleus	-10.083402	-8.499001	5.3888173	8.123642	4.2482266
O60508;Q53H60;Q59H56;Q5SRN1	CDC40	nucleus	-8.549212	-11.043565	6.790928	10.012816	6.057263
A0A384MTU6;O00311;B2R6V2;B7Z5H7	CDC7	nucleus	-9.622592	-12.756628	8.607832	10.19621	6.0886087
Q6P1J9;A0A3B3IRP5;A0A1B0GUB2;A0A0S2Z5M9;A0A2R8YHB3;B4DV47	CDC73	nucleus	-9.648592	-12.730115	8.578563	10.298087	5.965193
Q69YH5;B7Z5Q5	CDCA2	nucleus	-9.3761015	-8.4145	4.7142687	8.493498	4.696175
A0A024R5D6;B5MBX0;Q96FF9	CDCA5	nucleus	-9.718087	-8.910662	5.1464386	8.518158	4.585448
A0A024RA51;Q96GN5;A8K8X5	CDCA7L	nucleus	-9.082551	-8.681668	4.8359995	8.363541	4.964053
P21127	CDK11B	nucleus	-9.712498	-12.693233	8.531075	10.181282	5.966744
O14519;Q6IAV4;O75956	CDK2AP1	nucleus	-8.512513	-10.045464	6.1974936	9.214228	6.079752
P49336;B4DL75;B4DJH7;A0A0D9SFZ2	CDK8	nucleus	-10.482837	-9.72201	6.2984357	8.883273	4.1701245
Q16878	CDO1	nucleus	-8.987563	-9.078576	5.4184475	8.346531	5.2212796
A0A0M3L9V7	CDX2	nucleus	-9.592433	-8.55845	4.9690733	8.325105	4.557195
Q99626;A0A076MKN9	CDX2	nucleus	-9.582977	-8.65149	5.12499	8.12868	4.677301
Q9Y232	CDYL	nucleus	-9.347231	-8.943557	5.1587367	8.384053	4.956343
P17676	CEBPB	nucleus	-9.522688	-8.309488	4.8022046	8.030977	4.4865017
P53567	CEBPG	nucleus	-9.083985	-9.346079	5.4648247	8.616014	5.117933
Q9BXF3;A0A087WT21;B7WPH3;A0A0R4J2E1	CECR2	nucleus	-8.989869	-8.782487	5.044866	8.415932	5.1783986
G5EA30;Q92879	CELF1	nucleus	-8.0778475	-10.540259	6.288731	9.822946	6.199645
Q86UT8;E9PJ16;E9PPT8	CENATAC	nucleus	-9.504301	-12.952392	8.775608	10.118958	6.305068
Q9BS16;D6RHD3;D6RC76;D6RJF0	CENPK	nucleus	-9.48538	-8.592589	4.9142966	8.291399	4.625256
A0A024R8Z8;Q8N0S6	CENPL	nucleus	-9.389128	-8.371498	4.8302846	8.0818405	4.734241
Q96H22	CENPN	nucleus	-9.194254	-8.570856	4.949172	8.039282	4.875801
Q9BU64	CENPO	nucleus	-9.669234	-8.905897	5.097912	8.56998	4.522
Q6IPU0;A0A087WTF1	CENPP	nucleus	-9.6343155	-8.523553	4.9312434	8.097946	4.460415
A0A024RD28;Q7L2Z9	CENPQ	nucleus	-10.008299	-9.627029	5.877867	8.984128	4.4617667
Q8N2Z9	CENPS	nucleus	-9.757821	-8.379956	5.079655	8.14098	4.2964706
Q96BT3;H3BTR4;B3KPB2;A8K662;H3BUW2	CENPT	nucleus	-9.847031	-9.336564	5.4468503	8.855206	4.54569
A0A0M3HER2	CENPV	nucleus	-9.401289	-8.667464	4.918601	8.280677	4.713731
Q9UPV0;Q9NTH6;B4DZS2	CEP164	nucleus	-8.543997	-9.678243	5.99632	8.979991	6.0017686
B2R7X3;Q13112	CHAF1B	nucleus	-8.574695	-10.462609	6.55646	9.409584	6.2132854
Q96JM3	CHAMP1	nucleus	-8.789621	-10.002197	6.4682755	9.052791	5.930483
O14646	CHD1	nucleus	-8.370789	-10.304371	6.4641714	9.355399	6.2746096
O14647;A0A024RC75;A8K9Y5	CHD2	nucleus	-9.759986	-8.351236	5.116532	8.103061	4.30346
H7C0J3	CHD3	nucleus	-9.215667	-8.229124	4.632649	8.218478	4.7292256
Q12873;B4DLC6;A0A5F9ZHX5	CHD3	nucleus	-9.50634	-8.591756	5.034795	8.50487	4.5958023
A0A2U3TZM0;A0A2R8YFK9;Q14839;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;A0A2R8Y5J0;F5GWX5;A0A2R8Y425;A0A2R8YFD8;A0A2R8YDJ9;A0A2R8YD40;A0A2R8Y8C1;A0A2R8YER1;A0A2R8Y445;A0A2R8YDW2;A0A2R8Y4X2	CHD4	nucleus	-8.320777	-10.105625	6.4258456	9.131151	6.3972874
Q8TD26	CHD6	nucleus	-9.177257	-8.497024	4.755618	8.319166	4.80884
A0A024R7V7	CHD7	nucleus	-8.963232	-9.073298	5.4387736	8.415318	5.290246
Q9HCK8;A0A2R8Y840	CHD8	nucleus	-10.336753	-9.115552	5.6243634	8.714511	4.0190735
B7ZML1;Q3L8U1;H3BTW3;Q461N2;B4DR07	CHD9	nucleus	-9.167161	-8.44714	4.9394255	8.119221	4.756723
Q9NRG0	CHRAC1	nucleus	-9.267237	-9.013968	5.1907625	8.439157	4.8895326
Q9Y3Y2;X6R700;A0A087X1B7	CHTOP	nucleus	-9.231627	-11.511861	7.425813	9.847079	6.045068
Q14011;Q53XX5;Q6ZR81;K7ER40;K7EPM4;K7EMY9;K7EJV1;B4E2A3;K7ELT6;K7EJV5;K7ELV6;K7ENX8;K7EQR7	CIRBP	nucleus	-8.084126	-11.047501	6.4394054	10.318968	5.995938
A0A140VJG6;A7E2F7;Q9UDT6	CLIP2	nucleus	-9.119516	-8.610959	4.9331975	8.149978	4.904418
B1AVT0;A8K7I0;P49760;Q9BRG8;B7Z8N6	CLK2	nucleus	-9.339514	-9.186873	5.425243	8.643632	4.986161
Q9HAZ1;B9EG64;B7ZL31;A0A087WX74	CLK4	nucleus	-9.685862	-9.074325	5.225614	8.709884	4.60723
B2RP65;Q7Z7A1;Q5JVD1	CNTRL	nucleus	-9.483978	-10.299838	6.2829604	9.543222	5.0751762
P38432	COIL	nucleus	-8.705204	-10.740279	7.021148	9.549156	6.264069
Q10570;D3DWL9	CPSF1	nucleus	-8.568547	-11.218131	6.942674	10.078082	6.168981
A0A024R6H0;Q9P2I0;B3KN45;B3KMI0	CPSF2	nucleus	-8.513839	-11.171286	6.7730436	10.075324	6.1424704
Q9UKF6;Q53F02;G5E9W3;Q05BZ5	CPSF3	nucleus	-8.592532	-11.158765	6.8459864	10.056456	6.1044273
F8WJN3;Q16630	CPSF6	nucleus	-9.524482	-11.736936	7.7458887	10.022404	5.645085
B4DGF8;Q8N684;F5H669	CPSF7	nucleus	-8.639266	-11.329121	7.07025	10.092885	6.2031155
Q96RY5;B2RNX8;A7MD53	CRAMP1	nucleus	-9.870352	-8.45773	5.131129	8.147834	4.1735487
Q5U0J5;Q4ZG78;Q53X93;P16220	CREB1	nucleus	-8.804456	-9.477687	5.761863	8.784257	5.613673
Q02930;Q59G47	CREB5	nucleus	-10.200636	-8.480156	5.335252	8.065681	4.2411866
Q92793;B4E3L4	CREBBP	nucleus	-10.771215	-9.355296	5.892268	8.963556	3.6235557
Q9BZJ0;Q5JY65;Q69YP1	CRNKL1	nucleus	-8.505583	-11.025927	6.6938686	9.9795	6.0834093
Q05048;B4DDG3;A0A0A0MSZ9	CSTF1	nucleus	-8.315254	-10.513778	6.2507753	9.665075	6.069602
B4DUD5;P33240;E7EWR4;B3V096;E9PID8	CSTF2	nucleus	-8.423691	-10.780702	6.5285773	9.818058	6.1432695
Q12996	CSTF3	nucleus	-8.362118	-10.650172	6.430005	9.75006	6.153537
X5D8Y5;Q13363;Q4KMQ8;X5D7T7;D6RAX2;E7ESU7;E7EPF8	CTBP1	nucleus	-9.403838	-9.157207	5.6042676	8.308225	4.966152
A0A2R8YFL0;P49711;A0A2R8Y595	CTCF	nucleus	-8.474744	-10.386119	6.5517526	9.364048	6.3466716
Q8WYA6;A0A087WUB9	CTNNBL1	nucleus	-8.730517	-10.1609	6.2286835	9.238937	5.9143906
Q6PD62;A8K6X9	CTR9	nucleus	-9.466806	-12.008198	8.027033	10.092197	5.9020143
Q9NTM9;A0A0B4J226;B4DYM2;Q5TCZ7	CUTC	nucleus	-9.728414	-9.4567375	5.685523	8.67116	4.679818
Q9P013;A0A024R3B4;A0A024R3C8	CWC15	nucleus	-8.446182	-10.798377	6.5743003	9.783001	6.216499
Q9HCG8;B7WP74	CWC22	nucleus	-9.282546	-11.587826	7.545633	9.867296	5.9319906
Q6UX04;D6REK3	CWC27	nucleus	-8.834986	-10.652636	6.5850987	9.705794	5.801885
Q2TBE0;H0YE03	CWF19L2	nucleus	-9.523032	-12.995159	8.710635	10.224857	6.2651873
Q9P0U4;Q59EC8;A0A669KB29;K7EQ21;K7EQZ1	CXXC1	nucleus	-10.430918	-9.147794	5.6200676	8.678798	3.9098442
Q4G0S4;A0A7N4I3A3;A1P3N0	CYP27C1	nucleus	-9.18203	-8.524008	4.767693	8.415722	4.862611
Q9UI36	DACH1	nucleus	-8.820821	-9.142845	5.5023	8.460219	5.4837623
A0A024R3A2;Q9BTE7;E9PM04;B4DP84;H0YCN4	DCUN1D5	nucleus	-9.836697	-12.720752	8.681031	10.162322	5.9605703
A0A1X7SBZ2;A0A5H1ZRQ2;Q59F66;Q92841;B4DZQ7	DDX17	nucleus	-8.467573	-11.085064	6.585433	10.11956	5.8843684
O00148;B4DX78	DDX39A	nucleus	-8.531507	-10.502635	6.4262824	9.470923	6.119353
Q13838;A0A024RCM3;Q5STU3;A0A0G2JJZ9;A0A140T9X3;F6TRA5;A0A0A0MT12;F6S4E6;Q59G92	DDX39B	nucleus	-8.519983	-10.5727415	6.420392	9.613725	5.988259
Q86XP3;A0A0A0MSJ0;B3KTL4	DDX42	nucleus	-8.681061	-11.371878	7.1459785	9.941574	6.228795
A8K6X3;A0A0C4DG89	DDX46	nucleus	-9.646007	-12.898122	8.708823	10.156523	6.1877766
O75398;Q59EI0;H0YCH1	DEAF1	nucleus	-9.113068	-8.200758	4.5519247	8.075693	4.775514
H0Y993;P35659;A0A494C028;B4DFG0;B4DNW3;A0A494C198;H0Y8X0	DEK	nucleus	-8.525682	-10.41419	6.6386647	9.449485	6.298784
L0R4W3;P0CG12	DERPC	nucleus	-10.553089	-9.738009	6.3781867	8.877226	4.127269
Q6MZS5	DKFZp686A13234	nucleus	-8.406904	-10.608405	6.3091364	9.697989	5.9716287
Q15398;A8K732	DLGAP5	nucleus	-11.458283	-9.468917	6.1251073	9.017696	3.2738082
X5D7D8;Q53QU7;Q07687	DLX2	nucleus	-9.436667	-8.764806	5.1019197	8.420168	4.892556
G3V471;P56179	DLX6	nucleus	-9.085861	-8.435795	4.7232847	8.2039585	4.939523
Q9NPF5;B4DQG8;Q5TG40;Q5TG38;Q5TG39	DMAP1	nucleus	-8.915941	-8.992028	5.392557	8.35532	5.2675257
A0A024QZN2;Q8WXX5	DNAJC9	nucleus	-8.371802	-9.959136	6.1334367	9.140103	6.180998
A0A7I2V490;A0A7I2V5F1;Q59FP7	DNMT1	nucleus	-8.409377	-10.496868	6.347193	9.516218	5.870863
I6L9H2	DNMT1	nucleus	-10.077514	-8.800619	5.4541173	8.291944	4.2407312
Q9Y6K1;F8WE91;Q59HC6;A0A0C4DG02	DNMT3A	nucleus	-9.107091	-8.837359	5.1909976	8.288388	5.0769258
